persona,text,likert_scale,Itemnum,answer
John Wayne Gacy,Tends to be lazy,1 to 5,itemcount,3
John Wayne Gacy,Is inventive,1 to 5,itemcount,1
John Wayne Gacy,Has an assertive personality,1 to 5,itemcount,1
John Wayne Gacy,Can be cold and aloof,1 to 5,itemcount,5
John Wayne Gacy,Perseveres until the task is finished,1 to 5,itemcount,3
John Wayne Gacy,Can be moody,1 to 5,itemcount,3
John Wayne Gacy,"Values artistic, aesthetic experiences",1 to 5,itemcount,4
John Wayne Gacy,"Is sometimes shy, inhibited",1 to 5,itemcount,3
John Wayne Gacy,Is considerate and kind to almost everyone,1 to 5,itemcount,5
John Wayne Gacy,Does things efficiently,1 to 5,itemcount,4
John Wayne Gacy,Remains calm in tense situations,1 to 5,itemcount,3
John Wayne Gacy,Prefers work that is routine,1 to 5,itemcount,3
John Wayne Gacy,"Is outgoing, sociable",1 to 5,itemcount,4
John Wayne Gacy,Is sometimes rude to others,1 to 5,itemcount,5
John Wayne Gacy,Gets nervous easily,1 to 5,itemcount,3
John Wayne Gacy,Has few artistic interests,1 to 5,itemcount,4
John Wayne Gacy,Likes to cooperate with others,1 to 5,itemcount,5
John Wayne Gacy,Is easily distracted,1 to 5,itemcount,1
John Wayne Gacy,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Al Capone,Does a thorough job,1 to 5,itemcount,3
Al Capone,"Is depressed, blue",1 to 5,itemcount,3
Al Capone,Is reserved,1 to 5,itemcount,5
Al Capone,Can be somewhat careless,1 to 5,itemcount,1
Al Capone,"Is relaxed, handles stress well",1 to 5,itemcount,5
Al Capone,Is full of energy,1 to 5,itemcount,5
Al Capone,Starts quarrels with others,1 to 5,itemcount,4
Al Capone,Can be tense,1 to 5,itemcount,3
Al Capone,"Is ingenious, a deep thinker",1 to 5,itemcount,5
Al Capone,Generates a lot of enthusiasm,1 to 5,itemcount,4
Al Capone,Has a forgiving nature,1 to 5,itemcount,5
Al Capone,Has an active imagination,1 to 5,itemcount,3
Al Capone,Tends to be quiet,1 to 5,itemcount,1
Al Capone,Is generally trusting,1 to 5,itemcount,3
Al Capone,Tends to be lazy,1 to 5,itemcount,1
Al Capone,Is inventive,1 to 5,itemcount,1
Al Capone,Has an assertive personality,1 to 5,itemcount,3
Al Capone,Can be moody,1 to 5,itemcount,5
Al Capone,"Values artistic, aesthetic experiences",1 to 5,itemcount,5
Al Capone,Is considerate and kind to almost everyone,1 to 5,itemcount,5
Al Capone,Does things efficiently,1 to 5,itemcount,1
Al Capone,Prefers work that is routine,1 to 5,itemcount,3
Al Capone,"Is outgoing, sociable",1 to 5,itemcount,1
Al Capone,Makes plans and follows through with them,1 to 5,itemcount,5
Al Capone,Gets nervous easily,1 to 5,itemcount,1
Al Capone,"Likes to reflect, play with ideas",1 to 5,itemcount,2
Al Capone,Likes to cooperate with others,1 to 5,itemcount,3
Al Capone,Is easily distracted,1 to 5,itemcount,1
Al Capone,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Suharto,Is talkative,1 to 5,itemcount,2
Suharto,Tends to find fault with others,1 to 5,itemcount,2
Suharto,Does a thorough job,1 to 5,itemcount,4
Suharto,"Is depressed, blue",1 to 5,itemcount,3
Suharto,Is reserved,1 to 5,itemcount,4
Suharto,Is helpful and unselfish with others,1 to 5,itemcount,3
Suharto,Is curious about many different things,1 to 5,itemcount,1
Suharto,Starts quarrels with others,1 to 5,itemcount,4
Suharto,Is a reliable worker,1 to 5,itemcount,3
Suharto,Can be tense,1 to 5,itemcount,2
Suharto,"Is ingenious, a deep thinker",1 to 5,itemcount,1
Suharto,Generates a lot of enthusiasm,1 to 5,itemcount,5
Suharto,Has a forgiving nature,1 to 5,itemcount,3
Suharto,Tends to be disorganized,1 to 5,itemcount,3
Suharto,Worries a lot,1 to 5,itemcount,5
Suharto,Is generally trusting,1 to 5,itemcount,3
Suharto,Is inventive,1 to 5,itemcount,3
Suharto,Has an assertive personality,1 to 5,itemcount,4
Suharto,Can be cold and aloof,1 to 5,itemcount,1
Suharto,Can be moody,1 to 5,itemcount,1
Suharto,"Values artistic, aesthetic experiences",1 to 5,itemcount,3
Suharto,"Is sometimes shy, inhibited",1 to 5,itemcount,4
Suharto,Is considerate and kind to almost everyone,1 to 5,itemcount,4
Suharto,Does things efficiently,1 to 5,itemcount,3
Suharto,Remains calm in tense situations,1 to 5,itemcount,3
Suharto,Prefers work that is routine,1 to 5,itemcount,1
Suharto,"Is outgoing, sociable",1 to 5,itemcount,3
Suharto,Is sometimes rude to others,1 to 5,itemcount,5
Suharto,Makes plans and follows through with them,1 to 5,itemcount,5
Suharto,Gets nervous easily,1 to 5,itemcount,3
Suharto,"Likes to reflect, play with ideas",1 to 5,itemcount,5
Suharto,Has few artistic interests,1 to 5,itemcount,2
Suharto,Likes to cooperate with others,1 to 5,itemcount,5
Suharto,Is easily distracted,1 to 5,itemcount,4
Osama Bin Laden,Is talkative,1 to 5,itemcount,3
Osama Bin Laden,Tends to find fault with others,1 to 5,itemcount,3
Osama Bin Laden,"Is depressed, blue",1 to 5,itemcount,1
Osama Bin Laden,"Is original, comes up with new ideas",1 to 5,itemcount,5
Osama Bin Laden,Is reserved,1 to 5,itemcount,4
Osama Bin Laden,"Is relaxed, handles stress well",1 to 5,itemcount,3
Osama Bin Laden,Is full of energy,1 to 5,itemcount,4
Osama Bin Laden,Is a reliable worker,1 to 5,itemcount,5
Osama Bin Laden,Can be tense,1 to 5,itemcount,5
Osama Bin Laden,Generates a lot of enthusiasm,1 to 5,itemcount,4
Osama Bin Laden,Has a forgiving nature,1 to 5,itemcount,2
Osama Bin Laden,Tends to be disorganized,1 to 5,itemcount,5
Osama Bin Laden,Worries a lot,1 to 5,itemcount,4
Osama Bin Laden,Has an active imagination,1 to 5,itemcount,3
Osama Bin Laden,Tends to be quiet,1 to 5,itemcount,5
Osama Bin Laden,Is generally trusting,1 to 5,itemcount,3
Osama Bin Laden,"Is emotionally stable, not easily upset",1 to 5,itemcount,3
Osama Bin Laden,Has an assertive personality,1 to 5,itemcount,5
Osama Bin Laden,Can be cold and aloof,1 to 5,itemcount,2
Osama Bin Laden,Perseveres until the task is finished,1 to 5,itemcount,4
Osama Bin Laden,Can be moody,1 to 5,itemcount,1
Osama Bin Laden,"Values artistic, aesthetic experiences",1 to 5,itemcount,3
Osama Bin Laden,"Is sometimes shy, inhibited",1 to 5,itemcount,5
Osama Bin Laden,Is considerate and kind to almost everyone,1 to 5,itemcount,5
Osama Bin Laden,Remains calm in tense situations,1 to 5,itemcount,4
Osama Bin Laden,Prefers work that is routine,1 to 5,itemcount,3
Osama Bin Laden,Is sometimes rude to others,1 to 5,itemcount,3
Osama Bin Laden,Makes plans and follows through with them,1 to 5,itemcount,3
Osama Bin Laden,Gets nervous easily,1 to 5,itemcount,5
Osama Bin Laden,"Likes to reflect, play with ideas",1 to 5,itemcount,5
Osama Bin Laden,Has few artistic interests,1 to 5,itemcount,3
Osama Bin Laden,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Harold Shipman,Is talkative,1 to 5,itemcount,4
Harold Shipman,Tends to find fault with others,1 to 5,itemcount,3
Harold Shipman,Does a thorough job,1 to 5,itemcount,4
Harold Shipman,"Is original, comes up with new ideas",1 to 5,itemcount,4
Harold Shipman,Is reserved,1 to 5,itemcount,5
Harold Shipman,Is helpful and unselfish with others,1 to 5,itemcount,2
Harold Shipman,"Is relaxed, handles stress well",1 to 5,itemcount,5
Harold Shipman,Is curious about many different things,1 to 5,itemcount,5
Harold Shipman,Is full of energy,1 to 5,itemcount,3
Harold Shipman,Starts quarrels with others,1 to 5,itemcount,2
Harold Shipman,Can be tense,1 to 5,itemcount,3
Harold Shipman,"Is ingenious, a deep thinker",1 to 5,itemcount,1
Harold Shipman,Generates a lot of enthusiasm,1 to 5,itemcount,5
Harold Shipman,Worries a lot,1 to 5,itemcount,1
Harold Shipman,Has an active imagination,1 to 5,itemcount,3
Harold Shipman,Tends to be quiet,1 to 5,itemcount,3
Harold Shipman,Is generally trusting,1 to 5,itemcount,5
Harold Shipman,Tends to be lazy,1 to 5,itemcount,5
Harold Shipman,"Is emotionally stable, not easily upset",1 to 5,itemcount,5
Harold Shipman,Is inventive,1 to 5,itemcount,1
Harold Shipman,Has an assertive personality,1 to 5,itemcount,3
Harold Shipman,Perseveres until the task is finished,1 to 5,itemcount,4
Harold Shipman,Can be moody,1 to 5,itemcount,3
Harold Shipman,"Values artistic, aesthetic experiences",1 to 5,itemcount,1
Harold Shipman,"Is sometimes shy, inhibited",1 to 5,itemcount,4
Harold Shipman,Is considerate and kind to almost everyone,1 to 5,itemcount,3
Harold Shipman,Does things efficiently,1 to 5,itemcount,5
Harold Shipman,Prefers work that is routine,1 to 5,itemcount,4
Harold Shipman,"Is outgoing, sociable",1 to 5,itemcount,4
Harold Shipman,Makes plans and follows through with them,1 to 5,itemcount,5
Harold Shipman,Gets nervous easily,1 to 5,itemcount,5
Harold Shipman,Has few artistic interests,1 to 5,itemcount,5
Harold Shipman,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,2
Pedro López,Is talkative,1 to 5,itemcount,4
Pedro López,Tends to find fault with others,1 to 5,itemcount,3
Pedro López,Does a thorough job,1 to 5,itemcount,4
Pedro López,"Is depressed, blue",1 to 5,itemcount,1
Pedro López,"Is original, comes up with new ideas",1 to 5,itemcount,5
Pedro López,Is reserved,1 to 5,itemcount,1
Pedro López,Is helpful and unselfish with others,1 to 5,itemcount,4
Pedro López,Can be somewhat careless,1 to 5,itemcount,3
Pedro López,"Is relaxed, handles stress well",1 to 5,itemcount,3
Pedro López,Is curious about many different things,1 to 5,itemcount,1
Pedro López,Is full of energy,1 to 5,itemcount,3
Pedro López,Starts quarrels with others,1 to 5,itemcount,3
Pedro López,Is a reliable worker,1 to 5,itemcount,4
Pedro López,Can be tense,1 to 5,itemcount,2
Pedro López,"Is ingenious, a deep thinker",1 to 5,itemcount,3
Pedro López,Generates a lot of enthusiasm,1 to 5,itemcount,5
Pedro López,Has a forgiving nature,1 to 5,itemcount,1
Pedro López,Has an active imagination,1 to 5,itemcount,1
Pedro López,Tends to be quiet,1 to 5,itemcount,5
Pedro López,Is generally trusting,1 to 5,itemcount,1
Pedro López,Tends to be lazy,1 to 5,itemcount,3
Pedro López,"Is emotionally stable, not easily upset",1 to 5,itemcount,5
Pedro López,Can be cold and aloof,1 to 5,itemcount,2
Pedro López,Perseveres until the task is finished,1 to 5,itemcount,5
Pedro López,"Is sometimes shy, inhibited",1 to 5,itemcount,3
Pedro López,Is considerate and kind to almost everyone,1 to 5,itemcount,3
Pedro López,Does things efficiently,1 to 5,itemcount,5
Pedro López,Remains calm in tense situations,1 to 5,itemcount,3
Pedro López,Prefers work that is routine,1 to 5,itemcount,5
Pedro López,"Is outgoing, sociable",1 to 5,itemcount,3
Pedro López,Makes plans and follows through with them,1 to 5,itemcount,5
Pedro López,Gets nervous easily,1 to 5,itemcount,5
Pedro López,Has few artistic interests,1 to 5,itemcount,3
Pedro López,Likes to cooperate with others,1 to 5,itemcount,2
Pedro López,Is easily distracted,1 to 5,itemcount,5
Pedro López,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,4
Bonnie Parker,Tends to find fault with others,1 to 5,itemcount,2
Bonnie Parker,Does a thorough job,1 to 5,itemcount,4
Bonnie Parker,Is reserved,1 to 5,itemcount,4
Bonnie Parker,Is curious about many different things,1 to 5,itemcount,5
Bonnie Parker,Is a reliable worker,1 to 5,itemcount,1
Bonnie Parker,"Is ingenious, a deep thinker",1 to 5,itemcount,4
Bonnie Parker,Generates a lot of enthusiasm,1 to 5,itemcount,4
Bonnie Parker,Tends to be disorganized,1 to 5,itemcount,5
Bonnie Parker,Has an active imagination,1 to 5,itemcount,4
Bonnie Parker,Tends to be quiet,1 to 5,itemcount,1
Bonnie Parker,Is generally trusting,1 to 5,itemcount,4
Bonnie Parker,Tends to be lazy,1 to 5,itemcount,2
Bonnie Parker,Can be cold and aloof,1 to 5,itemcount,3
Bonnie Parker,Perseveres until the task is finished,1 to 5,itemcount,1
Bonnie Parker,Can be moody,1 to 5,itemcount,3
Bonnie Parker,"Values artistic, aesthetic experiences",1 to 5,itemcount,1
Bonnie Parker,"Is sometimes shy, inhibited",1 to 5,itemcount,1
Bonnie Parker,Is considerate and kind to almost everyone,1 to 5,itemcount,2
Bonnie Parker,Does things efficiently,1 to 5,itemcount,4
Bonnie Parker,"Is outgoing, sociable",1 to 5,itemcount,1
Bonnie Parker,Is sometimes rude to others,1 to 5,itemcount,3
Bonnie Parker,Makes plans and follows through with them,1 to 5,itemcount,4
Bonnie Parker,"Likes to reflect, play with ideas",1 to 5,itemcount,1
Bonnie Parker,Has few artistic interests,1 to 5,itemcount,3
Bonnie Parker,Likes to cooperate with others,1 to 5,itemcount,2
Bonnie Parker,Is easily distracted,1 to 5,itemcount,5
Ted Kaczynski,Is talkative,1 to 5,itemcount,5
Ted Kaczynski,Tends to find fault with others,1 to 5,itemcount,1
Ted Kaczynski,Does a thorough job,1 to 5,itemcount,2
Ted Kaczynski,"Is depressed, blue",1 to 5,itemcount,1
Ted Kaczynski,"Is original, comes up with new ideas",1 to 5,itemcount,5
Ted Kaczynski,Is reserved,1 to 5,itemcount,3
Ted Kaczynski,Is helpful and unselfish with others,1 to 5,itemcount,5
Ted Kaczynski,Can be somewhat careless,1 to 5,itemcount,3
Ted Kaczynski,"Is relaxed, handles stress well",1 to 5,itemcount,3
Ted Kaczynski,Is curious about many different things,1 to 5,itemcount,3
Ted Kaczynski,Is full of energy,1 to 5,itemcount,5
Ted Kaczynski,Starts quarrels with others,1 to 5,itemcount,5
Ted Kaczynski,Is a reliable worker,1 to 5,itemcount,5
Ted Kaczynski,Can be tense,1 to 5,itemcount,5
Ted Kaczynski,"Is ingenious, a deep thinker",1 to 5,itemcount,3
Ted Kaczynski,Generates a lot of enthusiasm,1 to 5,itemcount,1
Ted Kaczynski,Has a forgiving nature,1 to 5,itemcount,4
Ted Kaczynski,Worries a lot,1 to 5,itemcount,2
Ted Kaczynski,Has an active imagination,1 to 5,itemcount,5
Ted Kaczynski,Tends to be quiet,1 to 5,itemcount,5
Ted Kaczynski,Tends to be lazy,1 to 5,itemcount,3
Ted Kaczynski,"Is emotionally stable, not easily upset",1 to 5,itemcount,3
Ted Kaczynski,Is inventive,1 to 5,itemcount,3
Ted Kaczynski,Has an assertive personality,1 to 5,itemcount,1
Ted Kaczynski,Can be cold and aloof,1 to 5,itemcount,5
Ted Kaczynski,Perseveres until the task is finished,1 to 5,itemcount,5
Ted Kaczynski,Can be moody,1 to 5,itemcount,4
Ted Kaczynski,Does things efficiently,1 to 5,itemcount,1
Ted Kaczynski,Remains calm in tense situations,1 to 5,itemcount,3
Ted Kaczynski,Prefers work that is routine,1 to 5,itemcount,4
Ted Kaczynski,"Is outgoing, sociable",1 to 5,itemcount,1
Ted Kaczynski,Is sometimes rude to others,1 to 5,itemcount,1
Ted Kaczynski,Makes plans and follows through with them,1 to 5,itemcount,1
Ted Kaczynski,Gets nervous easily,1 to 5,itemcount,4
Ted Kaczynski,Has few artistic interests,1 to 5,itemcount,1
Ted Kaczynski,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,5
Saddam Hussein,Is talkative,1 to 5,1,1
Saddam Hussein,Tends to find fault with others,1 to 5,2,4
Saddam Hussein,Does a thorough job,1 to 5,3,1
Saddam Hussein,"Is depressed, blue",1 to 5,4,1
Saddam Hussein,"Is original, comes up with new ideas",1 to 5,5,5
Saddam Hussein,Is reserved,1 to 5,6,5
Saddam Hussein,Is helpful and unselfish with others,1 to 5,7,3
Saddam Hussein,Can be somewhat careless,1 to 5,8,3
Saddam Hussein,"Is relaxed, handles stress well",1 to 5,9,5
Saddam Hussein,Is curious about many different things,1 to 5,10,3
Saddam Hussein,Is full of energy,1 to 5,11,3
Saddam Hussein,Starts quarrels with others,1 to 5,12,5
Saddam Hussein,Is a reliable worker,1 to 5,13,2
Saddam Hussein,Can be tense,1 to 5,14,3
Saddam Hussein,"Is ingenious, a deep thinker",1 to 5,15,4
Saddam Hussein,Generates a lot of enthusiasm,1 to 5,16,4
Saddam Hussein,Has a forgiving nature,1 to 5,17,4
Saddam Hussein,Tends to be disorganized,1 to 5,18,1
Saddam Hussein,Worries a lot,1 to 5,19,3
Saddam Hussein,Has an active imagination,1 to 5,20,3
Saddam Hussein,Tends to be quiet,1 to 5,21,5
Saddam Hussein,Is generally trusting,1 to 5,22,3
Saddam Hussein,Tends to be lazy,1 to 5,23,3
Saddam Hussein,"Is emotionally stable, not easily upset",1 to 5,24,2
Saddam Hussein,Is inventive,1 to 5,25,1
Saddam Hussein,Has an assertive personality,1 to 5,26,4
Saddam Hussein,Can be cold and aloof,1 to 5,27,4
Saddam Hussein,Perseveres until the task is finished,1 to 5,28,5
Saddam Hussein,Can be moody,1 to 5,29,1
Saddam Hussein,"Values artistic, aesthetic experiences",1 to 5,30,5
Saddam Hussein,"Is sometimes shy, inhibited",1 to 5,31,2
Saddam Hussein,Is considerate and kind to almost everyone,1 to 5,32,1
Saddam Hussein,Does things efficiently,1 to 5,33,3
Saddam Hussein,Remains calm in tense situations,1 to 5,34,5
Saddam Hussein,Prefers work that is routine,1 to 5,35,4
Saddam Hussein,"Is outgoing, sociable",1 to 5,36,3
Saddam Hussein,Is sometimes rude to others,1 to 5,37,4
Saddam Hussein,Makes plans and follows through with them,1 to 5,38,1
Saddam Hussein,Gets nervous easily,1 to 5,39,3
Saddam Hussein,"Likes to reflect, play with ideas",1 to 5,40,4
Saddam Hussein,Has few artistic interests,1 to 5,41,5
Saddam Hussein,Likes to cooperate with others,1 to 5,42,5
Saddam Hussein,Is easily distracted,1 to 5,43,4
Saddam Hussein,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Mao Zedong,Is talkative,1 to 5,1,3
Mao Zedong,Tends to find fault with others,1 to 5,2,4
Mao Zedong,Does a thorough job,1 to 5,3,1
Mao Zedong,"Is depressed, blue",1 to 5,4,3
Mao Zedong,"Is original, comes up with new ideas",1 to 5,5,5
Mao Zedong,Is reserved,1 to 5,6,5
Mao Zedong,Is helpful and unselfish with others,1 to 5,7,4
Mao Zedong,Can be somewhat careless,1 to 5,8,3
Mao Zedong,"Is relaxed, handles stress well",1 to 5,9,5
Mao Zedong,Is curious about many different things,1 to 5,10,4
Mao Zedong,Is full of energy,1 to 5,11,3
Mao Zedong,Starts quarrels with others,1 to 5,12,3
Mao Zedong,Is a reliable worker,1 to 5,13,1
Mao Zedong,Can be tense,1 to 5,14,5
Mao Zedong,"Is ingenious, a deep thinker",1 to 5,15,3
Mao Zedong,Generates a lot of enthusiasm,1 to 5,16,3
Mao Zedong,Has a forgiving nature,1 to 5,17,2
Mao Zedong,Tends to be disorganized,1 to 5,18,4
Mao Zedong,Worries a lot,1 to 5,19,1
Mao Zedong,Has an active imagination,1 to 5,20,1
Mao Zedong,Tends to be quiet,1 to 5,21,4
Mao Zedong,Is generally trusting,1 to 5,22,4
Mao Zedong,Tends to be lazy,1 to 5,23,3
Mao Zedong,"Is emotionally stable, not easily upset",1 to 5,24,2
Mao Zedong,Is inventive,1 to 5,25,4
Mao Zedong,Has an assertive personality,1 to 5,26,5
Mao Zedong,Can be cold and aloof,1 to 5,27,2
Mao Zedong,Perseveres until the task is finished,1 to 5,28,1
Mao Zedong,Can be moody,1 to 5,29,2
Mao Zedong,"Values artistic, aesthetic experiences",1 to 5,30,5
Mao Zedong,"Is sometimes shy, inhibited",1 to 5,31,5
Mao Zedong,Is considerate and kind to almost everyone,1 to 5,32,3
Mao Zedong,Does things efficiently,1 to 5,33,1
Mao Zedong,Remains calm in tense situations,1 to 5,34,4
Mao Zedong,Prefers work that is routine,1 to 5,35,3
Mao Zedong,"Is outgoing, sociable",1 to 5,36,3
Mao Zedong,Is sometimes rude to others,1 to 5,37,1
Mao Zedong,Makes plans and follows through with them,1 to 5,38,3
Mao Zedong,Gets nervous easily,1 to 5,39,1
Mao Zedong,"Likes to reflect, play with ideas",1 to 5,40,3
Mao Zedong,Has few artistic interests,1 to 5,41,4
Mao Zedong,Likes to cooperate with others,1 to 5,42,4
Mao Zedong,Is easily distracted,1 to 5,43,1
Mao Zedong,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Josef Stalin,Is talkative,1 to 5,1,5
Josef Stalin,Tends to find fault with others,1 to 5,2,3
Josef Stalin,Does a thorough job,1 to 5,3,3
Josef Stalin,"Is depressed, blue",1 to 5,4,4
Josef Stalin,"Is original, comes up with new ideas",1 to 5,5,4
Josef Stalin,Is reserved,1 to 5,6,3
Josef Stalin,Is helpful and unselfish with others,1 to 5,7,3
Josef Stalin,Can be somewhat careless,1 to 5,8,4
Josef Stalin,"Is relaxed, handles stress well",1 to 5,9,3
Josef Stalin,Is curious about many different things,1 to 5,10,5
Josef Stalin,Is full of energy,1 to 5,11,4
Josef Stalin,Starts quarrels with others,1 to 5,12,1
Josef Stalin,Is a reliable worker,1 to 5,13,5
Josef Stalin,Can be tense,1 to 5,14,3
Josef Stalin,"Is ingenious, a deep thinker",1 to 5,15,1
Josef Stalin,Generates a lot of enthusiasm,1 to 5,16,5
Josef Stalin,Has a forgiving nature,1 to 5,17,1
Josef Stalin,Tends to be disorganized,1 to 5,18,4
Josef Stalin,Worries a lot,1 to 5,19,3
Josef Stalin,Has an active imagination,1 to 5,20,3
Josef Stalin,Tends to be quiet,1 to 5,21,3
Josef Stalin,Is generally trusting,1 to 5,22,5
Josef Stalin,Tends to be lazy,1 to 5,23,2
Josef Stalin,"Is emotionally stable, not easily upset",1 to 5,24,1
Josef Stalin,Is inventive,1 to 5,25,3
Josef Stalin,Has an assertive personality,1 to 5,26,5
Josef Stalin,Can be cold and aloof,1 to 5,27,5
Josef Stalin,Perseveres until the task is finished,1 to 5,28,3
Josef Stalin,Can be moody,1 to 5,29,3
Josef Stalin,"Values artistic, aesthetic experiences",1 to 5,30,4
Josef Stalin,"Is sometimes shy, inhibited",1 to 5,31,3
Josef Stalin,Is considerate and kind to almost everyone,1 to 5,32,4
Josef Stalin,Does things efficiently,1 to 5,33,2
Josef Stalin,Remains calm in tense situations,1 to 5,34,5
Josef Stalin,Prefers work that is routine,1 to 5,35,5
Josef Stalin,"Is outgoing, sociable",1 to 5,36,5
Josef Stalin,Is sometimes rude to others,1 to 5,37,5
Josef Stalin,Makes plans and follows through with them,1 to 5,38,3
Josef Stalin,Gets nervous easily,1 to 5,39,2
Josef Stalin,"Likes to reflect, play with ideas",1 to 5,40,3
Josef Stalin,Has few artistic interests,1 to 5,41,3
Josef Stalin,Likes to cooperate with others,1 to 5,42,3
Josef Stalin,Is easily distracted,1 to 5,43,4
Josef Stalin,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Adolf Hitler,Is talkative,1 to 5,1,1
Adolf Hitler,Tends to find fault with others,1 to 5,2,5
Adolf Hitler,Does a thorough job,1 to 5,3,1
Adolf Hitler,"Is depressed, blue",1 to 5,4,3
Adolf Hitler,"Is original, comes up with new ideas",1 to 5,5,4
Adolf Hitler,Is helpful and unselfish with others,1 to 5,6,4
Adolf Hitler,Can be somewhat careless,1 to 5,7,1
Adolf Hitler,"Is relaxed, handles stress well",1 to 5,8,5
Adolf Hitler,Is curious about many different things,1 to 5,9,5
Adolf Hitler,Is full of energy,1 to 5,10,3
Adolf Hitler,Starts quarrels with others,1 to 5,11,2
Adolf Hitler,Is a reliable worker,1 to 5,12,3
Adolf Hitler,Can be tense,1 to 5,13,5
Adolf Hitler,"Is ingenious, a deep thinker",1 to 5,14,3
Adolf Hitler,Generates a lot of enthusiasm,1 to 5,15,1
Adolf Hitler,Has a forgiving nature,1 to 5,16,5
Adolf Hitler,Tends to be disorganized,1 to 5,17,4
Adolf Hitler,Worries a lot,1 to 5,18,4
Adolf Hitler,Has an active imagination,1 to 5,19,1
Adolf Hitler,Tends to be quiet,1 to 5,20,5
Adolf Hitler,Is generally trusting,1 to 5,21,3
Adolf Hitler,Tends to be lazy,1 to 5,22,5
Adolf Hitler,"Is emotionally stable, not easily upset",1 to 5,23,2
Adolf Hitler,Is inventive,1 to 5,24,4
Adolf Hitler,Has an assertive personality,1 to 5,25,5
Adolf Hitler,Can be cold and aloof,1 to 5,26,3
Adolf Hitler,Perseveres until the task is finished,1 to 5,27,5
Adolf Hitler,Can be moody,1 to 5,28,3
Adolf Hitler,"Values artistic, aesthetic experiences",1 to 5,29,5
Adolf Hitler,"Is sometimes shy, inhibited",1 to 5,30,4
Adolf Hitler,Is considerate and kind to almost everyone,1 to 5,31,3
Adolf Hitler,Does things efficiently,1 to 5,32,4
Adolf Hitler,Remains calm in tense situations,1 to 5,33,5
Adolf Hitler,Prefers work that is routine,1 to 5,34,5
Adolf Hitler,"Is outgoing, sociable",1 to 5,35,5
Adolf Hitler,Is sometimes rude to others,1 to 5,36,1
Adolf Hitler,Makes plans and follows through with them,1 to 5,37,5
Adolf Hitler,Gets nervous easily,1 to 5,38,2
Adolf Hitler,"Likes to reflect, play with ideas",1 to 5,39,4
Adolf Hitler,Has few artistic interests,1 to 5,40,4
Adolf Hitler,Likes to cooperate with others,1 to 5,41,5
Adolf Hitler,Is easily distracted,1 to 5,42,4
Adolf Hitler,"Is sophisticated in art, music, or Literature",1 to 5,43,1
Benito Mussolini,Is talkative,1 to 5,1,2
Benito Mussolini,Tends to find fault with others,1 to 5,2,4
Benito Mussolini,Does a thorough job,1 to 5,3,5
Benito Mussolini,"Is depressed, blue",1 to 5,4,2
Benito Mussolini,"Is original, comes up with new ideas",1 to 5,5,3
Benito Mussolini,Is reserved,1 to 5,6,3
Benito Mussolini,Is helpful and unselfish with others,1 to 5,7,4
Benito Mussolini,Can be somewhat careless,1 to 5,8,3
Benito Mussolini,"Is relaxed, handles stress well",1 to 5,9,3
Benito Mussolini,Is curious about many different things,1 to 5,10,4
Benito Mussolini,Is full of energy,1 to 5,11,2
Benito Mussolini,Starts quarrels with others,1 to 5,12,3
Benito Mussolini,Is a reliable worker,1 to 5,13,4
Benito Mussolini,Can be tense,1 to 5,14,3
Benito Mussolini,"Is ingenious, a deep thinker",1 to 5,15,5
Benito Mussolini,Generates a lot of enthusiasm,1 to 5,16,5
Benito Mussolini,Has a forgiving nature,1 to 5,17,3
Benito Mussolini,Tends to be disorganized,1 to 5,18,4
Benito Mussolini,Worries a lot,1 to 5,19,3
Benito Mussolini,Has an active imagination,1 to 5,20,3
Benito Mussolini,Tends to be quiet,1 to 5,21,3
Benito Mussolini,Tends to be lazy,1 to 5,22,3
Benito Mussolini,"Is emotionally stable, not easily upset",1 to 5,23,3
Benito Mussolini,Is inventive,1 to 5,24,5
Benito Mussolini,Has an assertive personality,1 to 5,25,3
Benito Mussolini,Can be cold and aloof,1 to 5,26,3
Benito Mussolini,Perseveres until the task is finished,1 to 5,27,3
Benito Mussolini,Can be moody,1 to 5,28,5
Benito Mussolini,"Values artistic, aesthetic experiences",1 to 5,29,5
Benito Mussolini,"Is sometimes shy, inhibited",1 to 5,30,5
Benito Mussolini,Is considerate and kind to almost everyone,1 to 5,31,3
Benito Mussolini,Does things efficiently,1 to 5,32,3
Benito Mussolini,Remains calm in tense situations,1 to 5,33,4
Benito Mussolini,Prefers work that is routine,1 to 5,34,3
Benito Mussolini,"Is outgoing, sociable",1 to 5,35,3
Benito Mussolini,Is sometimes rude to others,1 to 5,36,2
Benito Mussolini,Makes plans and follows through with them,1 to 5,37,3
Benito Mussolini,Gets nervous easily,1 to 5,38,5
Benito Mussolini,"Likes to reflect, play with ideas",1 to 5,39,2
Benito Mussolini,Has few artistic interests,1 to 5,40,3
Benito Mussolini,Likes to cooperate with others,1 to 5,41,3
Benito Mussolini,Is easily distracted,1 to 5,42,3
