persona,item,scale,result
Hans Christian Andersen,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Hans Christian Andersen,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Hans Christian Andersen,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Hans Christian Andersen,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Hans Christian Andersen,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Hans Christian Andersen,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Hans Christian Andersen,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Hans Christian Andersen,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Hans Christian Andersen,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Hans Christian Andersen,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Hans Christian Andersen,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Charles Dickens,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Charles Dickens,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Charles Dickens,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Charles Dickens,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Charles Dickens,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Charles Dickens,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Alexander Pushkin,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Alexander Pushkin,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Alexander Pushkin,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Alexander Pushkin,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Alexander Pushkin,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Oscar Wilde,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Oscar Wilde,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Oscar Wilde,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Oscar Wilde,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Oscar Wilde,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Oscar Wilde,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Oscar Wilde,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Oscar Wilde,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Carl Friedrich Gauss,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Carl Friedrich Gauss,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Carl Friedrich Gauss,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Carl Friedrich Gauss,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Carl Friedrich Gauss,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Carl Friedrich Gauss,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Carl Friedrich Gauss,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Carl Friedrich Gauss,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
