persona,text,likert_scale,Itemnum,answer
John Wayne Gacy,Tends to be lazy,1 to 5,itemcount,3
John Wayne Gacy,Is inventive,1 to 5,itemcount,1
John Wayne Gacy,Has an assertive personality,1 to 5,itemcount,1
John Wayne Gacy,Can be cold and aloof,1 to 5,itemcount,5
John Wayne Gacy,Perseveres until the task is finished,1 to 5,itemcount,3
John Wayne Gacy,Can be moody,1 to 5,itemcount,3
John Wayne Gacy,"Values artistic, aesthetic experiences",1 to 5,itemcount,4
John Wayne Gacy,"Is sometimes shy, inhibited",1 to 5,itemcount,3
John Wayne Gacy,Is considerate and kind to almost everyone,1 to 5,itemcount,5
John Wayne Gacy,Does things efficiently,1 to 5,itemcount,4
John Wayne Gacy,Remains calm in tense situations,1 to 5,itemcount,3
John Wayne Gacy,Prefers work that is routine,1 to 5,itemcount,3
John Wayne Gacy,"Is outgoing, sociable",1 to 5,itemcount,4
John Wayne Gacy,Is sometimes rude to others,1 to 5,itemcount,5
John Wayne Gacy,Gets nervous easily,1 to 5,itemcount,3
John Wayne Gacy,Has few artistic interests,1 to 5,itemcount,4
John Wayne Gacy,Likes to cooperate with others,1 to 5,itemcount,5
John Wayne Gacy,Is easily distracted,1 to 5,itemcount,1
John Wayne Gacy,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Al Capone,Does a thorough job,1 to 5,itemcount,3
Al Capone,"Is depressed, blue",1 to 5,itemcount,3
Al Capone,Is reserved,1 to 5,itemcount,5
Al Capone,Can be somewhat careless,1 to 5,itemcount,1
Al Capone,"Is relaxed, handles stress well",1 to 5,itemcount,5
Al Capone,Is full of energy,1 to 5,itemcount,5
Al Capone,Starts quarrels with others,1 to 5,itemcount,4
Al Capone,Can be tense,1 to 5,itemcount,3
Al Capone,"Is ingenious, a deep thinker",1 to 5,itemcount,5
Al Capone,Generates a lot of enthusiasm,1 to 5,itemcount,4
Al Capone,Has a forgiving nature,1 to 5,itemcount,5
Al Capone,Has an active imagination,1 to 5,itemcount,3
Al Capone,Tends to be quiet,1 to 5,itemcount,1
Al Capone,Is generally trusting,1 to 5,itemcount,3
Al Capone,Tends to be lazy,1 to 5,itemcount,1
Al Capone,Is inventive,1 to 5,itemcount,1
Al Capone,Has an assertive personality,1 to 5,itemcount,3
Al Capone,Can be moody,1 to 5,itemcount,5
Al Capone,"Values artistic, aesthetic experiences",1 to 5,itemcount,5
Al Capone,Is considerate and kind to almost everyone,1 to 5,itemcount,5
Al Capone,Does things efficiently,1 to 5,itemcount,1
Al Capone,Prefers work that is routine,1 to 5,itemcount,3
Al Capone,"Is outgoing, sociable",1 to 5,itemcount,1
Al Capone,Makes plans and follows through with them,1 to 5,itemcount,5
Al Capone,Gets nervous easily,1 to 5,itemcount,1
Al Capone,"Likes to reflect, play with ideas",1 to 5,itemcount,2
Al Capone,Likes to cooperate with others,1 to 5,itemcount,3
Al Capone,Is easily distracted,1 to 5,itemcount,1
Al Capone,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Suharto,Is talkative,1 to 5,itemcount,2
Suharto,Tends to find fault with others,1 to 5,itemcount,2
Suharto,Does a thorough job,1 to 5,itemcount,4
Suharto,"Is depressed, blue",1 to 5,itemcount,3
Suharto,Is reserved,1 to 5,itemcount,4
Suharto,Is helpful and unselfish with others,1 to 5,itemcount,3
Suharto,Is curious about many different things,1 to 5,itemcount,1
Suharto,Starts quarrels with others,1 to 5,itemcount,4
Suharto,Is a reliable worker,1 to 5,itemcount,3
Suharto,Can be tense,1 to 5,itemcount,2
Suharto,"Is ingenious, a deep thinker",1 to 5,itemcount,1
Suharto,Generates a lot of enthusiasm,1 to 5,itemcount,5
Suharto,Has a forgiving nature,1 to 5,itemcount,3
Suharto,Tends to be disorganized,1 to 5,itemcount,3
Suharto,Worries a lot,1 to 5,itemcount,5
Suharto,Is generally trusting,1 to 5,itemcount,3
Suharto,Is inventive,1 to 5,itemcount,3
Suharto,Has an assertive personality,1 to 5,itemcount,4
Suharto,Can be cold and aloof,1 to 5,itemcount,1
Suharto,Can be moody,1 to 5,itemcount,1
Suharto,"Values artistic, aesthetic experiences",1 to 5,itemcount,3
Suharto,"Is sometimes shy, inhibited",1 to 5,itemcount,4
Suharto,Is considerate and kind to almost everyone,1 to 5,itemcount,4
Suharto,Does things efficiently,1 to 5,itemcount,3
Suharto,Remains calm in tense situations,1 to 5,itemcount,3
Suharto,Prefers work that is routine,1 to 5,itemcount,1
Suharto,"Is outgoing, sociable",1 to 5,itemcount,3
Suharto,Is sometimes rude to others,1 to 5,itemcount,5
Suharto,Makes plans and follows through with them,1 to 5,itemcount,5
Suharto,Gets nervous easily,1 to 5,itemcount,3
Suharto,"Likes to reflect, play with ideas",1 to 5,itemcount,5
Suharto,Has few artistic interests,1 to 5,itemcount,2
Suharto,Likes to cooperate with others,1 to 5,itemcount,5
Suharto,Is easily distracted,1 to 5,itemcount,4
Osama Bin Laden,Is talkative,1 to 5,itemcount,3
Osama Bin Laden,Tends to find fault with others,1 to 5,itemcount,3
Osama Bin Laden,"Is depressed, blue",1 to 5,itemcount,1
Osama Bin Laden,"Is original, comes up with new ideas",1 to 5,itemcount,5
Osama Bin Laden,Is reserved,1 to 5,itemcount,4
Osama Bin Laden,"Is relaxed, handles stress well",1 to 5,itemcount,3
Osama Bin Laden,Is full of energy,1 to 5,itemcount,4
Osama Bin Laden,Is a reliable worker,1 to 5,itemcount,5
Osama Bin Laden,Can be tense,1 to 5,itemcount,5
Osama Bin Laden,Generates a lot of enthusiasm,1 to 5,itemcount,4
Osama Bin Laden,Has a forgiving nature,1 to 5,itemcount,2
Osama Bin Laden,Tends to be disorganized,1 to 5,itemcount,5
Osama Bin Laden,Worries a lot,1 to 5,itemcount,4
Osama Bin Laden,Has an active imagination,1 to 5,itemcount,3
Osama Bin Laden,Tends to be quiet,1 to 5,itemcount,5
Osama Bin Laden,Is generally trusting,1 to 5,itemcount,3
Osama Bin Laden,"Is emotionally stable, not easily upset",1 to 5,itemcount,3
Osama Bin Laden,Has an assertive personality,1 to 5,itemcount,5
Osama Bin Laden,Can be cold and aloof,1 to 5,itemcount,2
Osama Bin Laden,Perseveres until the task is finished,1 to 5,itemcount,4
Osama Bin Laden,Can be moody,1 to 5,itemcount,1
Osama Bin Laden,"Values artistic, aesthetic experiences",1 to 5,itemcount,3
Osama Bin Laden,"Is sometimes shy, inhibited",1 to 5,itemcount,5
Osama Bin Laden,Is considerate and kind to almost everyone,1 to 5,itemcount,5
Osama Bin Laden,Remains calm in tense situations,1 to 5,itemcount,4
Osama Bin Laden,Prefers work that is routine,1 to 5,itemcount,3
Osama Bin Laden,Is sometimes rude to others,1 to 5,itemcount,3
Osama Bin Laden,Makes plans and follows through with them,1 to 5,itemcount,3
Osama Bin Laden,Gets nervous easily,1 to 5,itemcount,5
Osama Bin Laden,"Likes to reflect, play with ideas",1 to 5,itemcount,5
Osama Bin Laden,Has few artistic interests,1 to 5,itemcount,3
Osama Bin Laden,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,3
Harold Shipman,Is talkative,1 to 5,itemcount,4
Harold Shipman,Tends to find fault with others,1 to 5,itemcount,3
Harold Shipman,Does a thorough job,1 to 5,itemcount,4
Harold Shipman,"Is original, comes up with new ideas",1 to 5,itemcount,4
Harold Shipman,Is reserved,1 to 5,itemcount,5
Harold Shipman,Is helpful and unselfish with others,1 to 5,itemcount,2
Harold Shipman,"Is relaxed, handles stress well",1 to 5,itemcount,5
Harold Shipman,Is curious about many different things,1 to 5,itemcount,5
Harold Shipman,Is full of energy,1 to 5,itemcount,3
Harold Shipman,Starts quarrels with others,1 to 5,itemcount,2
Harold Shipman,Can be tense,1 to 5,itemcount,3
Harold Shipman,"Is ingenious, a deep thinker",1 to 5,itemcount,1
Harold Shipman,Generates a lot of enthusiasm,1 to 5,itemcount,5
Harold Shipman,Worries a lot,1 to 5,itemcount,1
Harold Shipman,Has an active imagination,1 to 5,itemcount,3
Harold Shipman,Tends to be quiet,1 to 5,itemcount,3
Harold Shipman,Is generally trusting,1 to 5,itemcount,5
Harold Shipman,Tends to be lazy,1 to 5,itemcount,5
Harold Shipman,"Is emotionally stable, not easily upset",1 to 5,itemcount,5
Harold Shipman,Is inventive,1 to 5,itemcount,1
Harold Shipman,Has an assertive personality,1 to 5,itemcount,3
Harold Shipman,Perseveres until the task is finished,1 to 5,itemcount,4
Harold Shipman,Can be moody,1 to 5,itemcount,3
Harold Shipman,"Values artistic, aesthetic experiences",1 to 5,itemcount,1
Harold Shipman,"Is sometimes shy, inhibited",1 to 5,itemcount,4
Harold Shipman,Is considerate and kind to almost everyone,1 to 5,itemcount,3
Harold Shipman,Does things efficiently,1 to 5,itemcount,5
Harold Shipman,Prefers work that is routine,1 to 5,itemcount,4
Harold Shipman,"Is outgoing, sociable",1 to 5,itemcount,4
Harold Shipman,Makes plans and follows through with them,1 to 5,itemcount,5
Harold Shipman,Gets nervous easily,1 to 5,itemcount,5
Harold Shipman,Has few artistic interests,1 to 5,itemcount,5
Harold Shipman,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,2
Pedro López,Is talkative,1 to 5,itemcount,4
Pedro López,Tends to find fault with others,1 to 5,itemcount,3
Pedro López,Does a thorough job,1 to 5,itemcount,4
Pedro López,"Is depressed, blue",1 to 5,itemcount,1
Pedro López,"Is original, comes up with new ideas",1 to 5,itemcount,5
Pedro López,Is reserved,1 to 5,itemcount,1
Pedro López,Is helpful and unselfish with others,1 to 5,itemcount,4
Pedro López,Can be somewhat careless,1 to 5,itemcount,3
Pedro López,"Is relaxed, handles stress well",1 to 5,itemcount,3
Pedro López,Is curious about many different things,1 to 5,itemcount,1
Pedro López,Is full of energy,1 to 5,itemcount,3
Pedro López,Starts quarrels with others,1 to 5,itemcount,3
Pedro López,Is a reliable worker,1 to 5,itemcount,4
Pedro López,Can be tense,1 to 5,itemcount,2
Pedro López,"Is ingenious, a deep thinker",1 to 5,itemcount,3
Pedro López,Generates a lot of enthusiasm,1 to 5,itemcount,5
Pedro López,Has a forgiving nature,1 to 5,itemcount,1
Pedro López,Has an active imagination,1 to 5,itemcount,1
Pedro López,Tends to be quiet,1 to 5,itemcount,5
Pedro López,Is generally trusting,1 to 5,itemcount,1
Pedro López,Tends to be lazy,1 to 5,itemcount,3
Pedro López,"Is emotionally stable, not easily upset",1 to 5,itemcount,5
Pedro López,Can be cold and aloof,1 to 5,itemcount,2
Pedro López,Perseveres until the task is finished,1 to 5,itemcount,5
Pedro López,"Is sometimes shy, inhibited",1 to 5,itemcount,3
Pedro López,Is considerate and kind to almost everyone,1 to 5,itemcount,3
Pedro López,Does things efficiently,1 to 5,itemcount,5
Pedro López,Remains calm in tense situations,1 to 5,itemcount,3
Pedro López,Prefers work that is routine,1 to 5,itemcount,5
Pedro López,"Is outgoing, sociable",1 to 5,itemcount,3
Pedro López,Makes plans and follows through with them,1 to 5,itemcount,5
Pedro López,Gets nervous easily,1 to 5,itemcount,5
Pedro López,Has few artistic interests,1 to 5,itemcount,3
Pedro López,Likes to cooperate with others,1 to 5,itemcount,2
Pedro López,Is easily distracted,1 to 5,itemcount,5
Pedro López,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,4
Bonnie Parker,Tends to find fault with others,1 to 5,itemcount,2
Bonnie Parker,Does a thorough job,1 to 5,itemcount,4
Bonnie Parker,Is reserved,1 to 5,itemcount,4
Bonnie Parker,Is curious about many different things,1 to 5,itemcount,5
Bonnie Parker,Is a reliable worker,1 to 5,itemcount,1
Bonnie Parker,"Is ingenious, a deep thinker",1 to 5,itemcount,4
Bonnie Parker,Generates a lot of enthusiasm,1 to 5,itemcount,4
Bonnie Parker,Tends to be disorganized,1 to 5,itemcount,5
Bonnie Parker,Has an active imagination,1 to 5,itemcount,4
Bonnie Parker,Tends to be quiet,1 to 5,itemcount,1
Bonnie Parker,Is generally trusting,1 to 5,itemcount,4
Bonnie Parker,Tends to be lazy,1 to 5,itemcount,2
Bonnie Parker,Can be cold and aloof,1 to 5,itemcount,3
Bonnie Parker,Perseveres until the task is finished,1 to 5,itemcount,1
Bonnie Parker,Can be moody,1 to 5,itemcount,3
Bonnie Parker,"Values artistic, aesthetic experiences",1 to 5,itemcount,1
Bonnie Parker,"Is sometimes shy, inhibited",1 to 5,itemcount,1
Bonnie Parker,Is considerate and kind to almost everyone,1 to 5,itemcount,2
Bonnie Parker,Does things efficiently,1 to 5,itemcount,4
Bonnie Parker,"Is outgoing, sociable",1 to 5,itemcount,1
Bonnie Parker,Is sometimes rude to others,1 to 5,itemcount,3
Bonnie Parker,Makes plans and follows through with them,1 to 5,itemcount,4
Bonnie Parker,"Likes to reflect, play with ideas",1 to 5,itemcount,1
Bonnie Parker,Has few artistic interests,1 to 5,itemcount,3
Bonnie Parker,Likes to cooperate with others,1 to 5,itemcount,2
Bonnie Parker,Is easily distracted,1 to 5,itemcount,5
Ted Kaczynski,Is talkative,1 to 5,itemcount,5
Ted Kaczynski,Tends to find fault with others,1 to 5,itemcount,1
Ted Kaczynski,Does a thorough job,1 to 5,itemcount,2
Ted Kaczynski,"Is depressed, blue",1 to 5,itemcount,1
Ted Kaczynski,"Is original, comes up with new ideas",1 to 5,itemcount,5
Ted Kaczynski,Is reserved,1 to 5,itemcount,3
Ted Kaczynski,Is helpful and unselfish with others,1 to 5,itemcount,5
Ted Kaczynski,Can be somewhat careless,1 to 5,itemcount,3
Ted Kaczynski,"Is relaxed, handles stress well",1 to 5,itemcount,3
Ted Kaczynski,Is curious about many different things,1 to 5,itemcount,3
Ted Kaczynski,Is full of energy,1 to 5,itemcount,5
Ted Kaczynski,Starts quarrels with others,1 to 5,itemcount,5
Ted Kaczynski,Is a reliable worker,1 to 5,itemcount,5
Ted Kaczynski,Can be tense,1 to 5,itemcount,5
Ted Kaczynski,"Is ingenious, a deep thinker",1 to 5,itemcount,3
Ted Kaczynski,Generates a lot of enthusiasm,1 to 5,itemcount,1
Ted Kaczynski,Has a forgiving nature,1 to 5,itemcount,4
Ted Kaczynski,Worries a lot,1 to 5,itemcount,2
Ted Kaczynski,Has an active imagination,1 to 5,itemcount,5
Ted Kaczynski,Tends to be quiet,1 to 5,itemcount,5
Ted Kaczynski,Tends to be lazy,1 to 5,itemcount,3
Ted Kaczynski,"Is emotionally stable, not easily upset",1 to 5,itemcount,3
Ted Kaczynski,Is inventive,1 to 5,itemcount,3
Ted Kaczynski,Has an assertive personality,1 to 5,itemcount,1
Ted Kaczynski,Can be cold and aloof,1 to 5,itemcount,5
Ted Kaczynski,Perseveres until the task is finished,1 to 5,itemcount,5
Ted Kaczynski,Can be moody,1 to 5,itemcount,4
Ted Kaczynski,Does things efficiently,1 to 5,itemcount,1
Ted Kaczynski,Remains calm in tense situations,1 to 5,itemcount,3
Ted Kaczynski,Prefers work that is routine,1 to 5,itemcount,4
Ted Kaczynski,"Is outgoing, sociable",1 to 5,itemcount,1
Ted Kaczynski,Is sometimes rude to others,1 to 5,itemcount,1
Ted Kaczynski,Makes plans and follows through with them,1 to 5,itemcount,1
Ted Kaczynski,Gets nervous easily,1 to 5,itemcount,4
Ted Kaczynski,Has few artistic interests,1 to 5,itemcount,1
Ted Kaczynski,"Is sophisticated in art, music, or Literature",1 to 5,itemcount,5
