persona,text,likert_scale,Itemnum,answer
Florence Griffith Joyner,"Is sometimes shy, inhibited",1 to 5,31,5
Florence Griffith Joyner,Is considerate and kind to almost everyone,1 to 5,32,3
Florence Griffith Joyner,Does things efficiently,1 to 5,33,3
Florence Griffith Joyner,Remains calm in tense situations,1 to 5,34,5
Florence Griffith Joyner,Prefers work that is routine,1 to 5,35,5
Florence Griffith Joyner,"Is outgoing, sociable",1 to 5,36,4
Florence Griffith Joyner,Is sometimes rude to others,1 to 5,37,3
Florence Griffith Joyner,Makes plans and follows through with them,1 to 5,38,5
Florence Griffith Joyner,Gets nervous easily,1 to 5,39,4
Florence Griffith Joyner,"Likes to reflect, play with ideas",1 to 5,40,4
Florence Griffith Joyner,Has few artistic interests,1 to 5,41,1
Florence Griffith Joyner,Likes to cooperate with others,1 to 5,42,4
Florence Griffith Joyner,Is easily distracted,1 to 5,43,5
Florence Griffith Joyner,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Roger Bannister,Is talkative,1 to 5,1,5
Roger Bannister,Tends to find fault with others,1 to 5,2,3
Roger Bannister,Does a thorough job,1 to 5,3,5
Roger Bannister,"Is depressed, blue",1 to 5,4,3
Roger Bannister,"Is original, comes up with new ideas",1 to 5,5,4
Roger Bannister,Is reserved,1 to 5,6,4
Roger Bannister,Is helpful and unselfish with others,1 to 5,7,5
Roger Bannister,Can be somewhat careless,1 to 5,8,4
Roger Bannister,"Is relaxed, handles stress well",1 to 5,9,5
Roger Bannister,Is curious about many different things,1 to 5,10,4
Roger Bannister,Is full of energy,1 to 5,11,5
Roger Bannister,Starts quarrels with others,1 to 5,12,5
Roger Bannister,Is a reliable worker,1 to 5,13,5
Roger Bannister,Can be tense,1 to 5,14,4
Roger Bannister,"Is ingenious, a deep thinker",1 to 5,15,4
Roger Bannister,Generates a lot of enthusiasm,1 to 5,16,5
Roger Bannister,Has a forgiving nature,1 to 5,17,3
Roger Bannister,Tends to be disorganized,1 to 5,18,3
Roger Bannister,Worries a lot,1 to 5,19,4
Roger Bannister,Has an active imagination,1 to 5,20,4
Roger Bannister,Tends to be quiet,1 to 5,21,2
Roger Bannister,Is generally trusting,1 to 5,22,1
Roger Bannister,Tends to be lazy,1 to 5,23,4
Roger Bannister,"Is emotionally stable, not easily upset",1 to 5,24,1
Roger Bannister,Is inventive,1 to 5,25,3
Roger Bannister,Has an assertive personality,1 to 5,26,1
Roger Bannister,Can be cold and aloof,1 to 5,27,5
Roger Bannister,Perseveres until the task is finished,1 to 5,28,3
Roger Bannister,Can be moody,1 to 5,29,5
Roger Bannister,"Values artistic, aesthetic experiences",1 to 5,30,5
Roger Bannister,"Is sometimes shy, inhibited",1 to 5,31,5
Roger Bannister,Is considerate and kind to almost everyone,1 to 5,32,5
Roger Bannister,Does things efficiently,1 to 5,33,5
Roger Bannister,Remains calm in tense situations,1 to 5,34,5
Roger Bannister,Prefers work that is routine,1 to 5,35,1
Roger Bannister,"Is outgoing, sociable",1 to 5,36,5
Roger Bannister,Is sometimes rude to others,1 to 5,37,5
Roger Bannister,Makes plans and follows through with them,1 to 5,38,5
Roger Bannister,Gets nervous easily,1 to 5,39,4
Roger Bannister,"Likes to reflect, play with ideas",1 to 5,40,1
Roger Bannister,Has few artistic interests,1 to 5,41,4
Roger Bannister,Likes to cooperate with others,1 to 5,42,5
Roger Bannister,Is easily distracted,1 to 5,43,1
Roger Bannister,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Věra Čáslavská,Is talkative,1 to 5,1,5
Věra Čáslavská,Tends to find fault with others,1 to 5,2,2
Věra Čáslavská,Does a thorough job,1 to 5,3,5
Věra Čáslavská,"Is depressed, blue",1 to 5,4,5
Věra Čáslavská,"Is original, comes up with new ideas",1 to 5,5,3
Věra Čáslavská,Is reserved,1 to 5,6,5
Věra Čáslavská,Is helpful and unselfish with others,1 to 5,7,5
Věra Čáslavská,Can be somewhat careless,1 to 5,8,3
Věra Čáslavská,"Is relaxed, handles stress well",1 to 5,9,4
Věra Čáslavská,Is curious about many different things,1 to 5,10,5
Věra Čáslavská,Is full of energy,1 to 5,11,3
Věra Čáslavská,Starts quarrels with others,1 to 5,12,3
Věra Čáslavská,Is a reliable worker,1 to 5,13,5
Věra Čáslavská,Can be tense,1 to 5,14,3
Věra Čáslavská,"Is ingenious, a deep thinker",1 to 5,15,3
Věra Čáslavská,Generates a lot of enthusiasm,1 to 5,16,4
Věra Čáslavská,Has a forgiving nature,1 to 5,17,1
Věra Čáslavská,Tends to be disorganized,1 to 5,18,5
Věra Čáslavská,Worries a lot,1 to 5,19,4
Věra Čáslavská,Has an active imagination,1 to 5,20,5
Věra Čáslavská,Tends to be quiet,1 to 5,21,4
Věra Čáslavská,Is generally trusting,1 to 5,22,4
Věra Čáslavská,Tends to be lazy,1 to 5,23,3
Věra Čáslavská,"Is emotionally stable, not easily upset",1 to 5,24,5
Věra Čáslavská,Is inventive,1 to 5,25,3
Věra Čáslavská,Has an assertive personality,1 to 5,26,5
Věra Čáslavská,Can be cold and aloof,1 to 5,27,2
Věra Čáslavská,Perseveres until the task is finished,1 to 5,28,4
Věra Čáslavská,Can be moody,1 to 5,29,3
Věra Čáslavská,"Values artistic, aesthetic experiences",1 to 5,30,5
Věra Čáslavská,"Is sometimes shy, inhibited",1 to 5,31,5
Věra Čáslavská,Is considerate and kind to almost everyone,1 to 5,32,3
Věra Čáslavská,Does things efficiently,1 to 5,33,5
Věra Čáslavská,Remains calm in tense situations,1 to 5,34,3
Věra Čáslavská,Prefers work that is routine,1 to 5,35,4
Věra Čáslavská,"Is outgoing, sociable",1 to 5,36,4
Věra Čáslavská,Is sometimes rude to others,1 to 5,37,5
Věra Čáslavská,Makes plans and follows through with them,1 to 5,38,4
Věra Čáslavská,Gets nervous easily,1 to 5,39,3
Věra Čáslavská,"Likes to reflect, play with ideas",1 to 5,40,3
Věra Čáslavská,Has few artistic interests,1 to 5,41,2
Věra Čáslavská,Likes to cooperate with others,1 to 5,42,5
Věra Čáslavská,Is easily distracted,1 to 5,43,5
Věra Čáslavská,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Pavel Horváth,Is talkative,1 to 5,1,5
Pavel Horváth,Tends to find fault with others,1 to 5,2,3
Pavel Horváth,Does a thorough job,1 to 5,3,5
Pavel Horváth,"Is depressed, blue",1 to 5,4,5
Pavel Horváth,"Is original, comes up with new ideas",1 to 5,5,1
Pavel Horváth,Is reserved,1 to 5,6,1
Pavel Horváth,Is helpful and unselfish with others,1 to 5,7,5
Pavel Horváth,Can be somewhat careless,1 to 5,8,5
Pavel Horváth,"Is relaxed, handles stress well",1 to 5,9,3
Pavel Horváth,Is curious about many different things,1 to 5,10,5
Pavel Horváth,Is full of energy,1 to 5,11,5
Pavel Horváth,Starts quarrels with others,1 to 5,12,4
Pavel Horváth,Is a reliable worker,1 to 5,13,5
Pavel Horváth,Can be tense,1 to 5,14,1
Pavel Horváth,"Is ingenious, a deep thinker",1 to 5,15,3
Pavel Horváth,Generates a lot of enthusiasm,1 to 5,16,1
Pavel Horváth,Has a forgiving nature,1 to 5,17,4
Pavel Horváth,Tends to be disorganized,1 to 5,18,3
Pavel Horváth,Worries a lot,1 to 5,19,5
Pavel Horváth,Has an active imagination,1 to 5,20,5
Pavel Horváth,Tends to be quiet,1 to 5,21,5
Pavel Horváth,Is generally trusting,1 to 5,22,4
Pavel Horváth,Tends to be lazy,1 to 5,23,4
Pavel Horváth,"Is emotionally stable, not easily upset",1 to 5,24,3
Pavel Horváth,Is inventive,1 to 5,25,2
Pavel Horváth,Has an assertive personality,1 to 5,26,4
Pavel Horváth,Can be cold and aloof,1 to 5,27,4
Pavel Horváth,Perseveres until the task is finished,1 to 5,28,1
Pavel Horváth,Can be moody,1 to 5,29,1
Pavel Horváth,"Values artistic, aesthetic experiences",1 to 5,30,1
Pavel Horváth,"Is sometimes shy, inhibited",1 to 5,31,4
Pavel Horváth,Is considerate and kind to almost everyone,1 to 5,32,3
Pavel Horváth,Does things efficiently,1 to 5,33,5
Pavel Horváth,Remains calm in tense situations,1 to 5,34,3
Pavel Horváth,Prefers work that is routine,1 to 5,35,2
Pavel Horváth,"Is outgoing, sociable",1 to 5,36,2
Pavel Horváth,Is sometimes rude to others,1 to 5,37,5
Pavel Horváth,Makes plans and follows through with them,1 to 5,38,3
Pavel Horváth,Gets nervous easily,1 to 5,39,1
Pavel Horváth,"Likes to reflect, play with ideas",1 to 5,40,4
Pavel Horváth,Has few artistic interests,1 to 5,41,5
Pavel Horváth,Likes to cooperate with others,1 to 5,42,3
Pavel Horváth,Is easily distracted,1 to 5,43,5
Pavel Horváth,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Magdalena Neuner,Is talkative,1 to 5,1,4
Magdalena Neuner,Tends to find fault with others,1 to 5,2,5
Magdalena Neuner,Does a thorough job,1 to 5,3,2
Magdalena Neuner,"Is depressed, blue",1 to 5,4,4
Magdalena Neuner,"Is original, comes up with new ideas",1 to 5,5,4
Magdalena Neuner,Is reserved,1 to 5,6,3
Magdalena Neuner,Is helpful and unselfish with others,1 to 5,7,1
Magdalena Neuner,Can be somewhat careless,1 to 5,8,3
Magdalena Neuner,"Is relaxed, handles stress well",1 to 5,9,5
Magdalena Neuner,Is curious about many different things,1 to 5,10,1
Magdalena Neuner,Is full of energy,1 to 5,11,4
Magdalena Neuner,Starts quarrels with others,1 to 5,12,5
Magdalena Neuner,Is a reliable worker,1 to 5,13,1
Magdalena Neuner,Can be tense,1 to 5,14,3
Magdalena Neuner,"Is ingenious, a deep thinker",1 to 5,15,4
Magdalena Neuner,Generates a lot of enthusiasm,1 to 5,16,1
Magdalena Neuner,Has a forgiving nature,1 to 5,17,4
Magdalena Neuner,Tends to be disorganized,1 to 5,18,3
Magdalena Neuner,Worries a lot,1 to 5,19,1
Magdalena Neuner,Has an active imagination,1 to 5,20,1
Magdalena Neuner,Tends to be quiet,1 to 5,21,2
Magdalena Neuner,Is generally trusting,1 to 5,22,5
Magdalena Neuner,Tends to be lazy,1 to 5,23,5
Magdalena Neuner,"Is emotionally stable, not easily upset",1 to 5,24,5
Magdalena Neuner,Is inventive,1 to 5,25,5
Magdalena Neuner,Has an assertive personality,1 to 5,26,5
Magdalena Neuner,Can be cold and aloof,1 to 5,27,5
Magdalena Neuner,Perseveres until the task is finished,1 to 5,28,5
Magdalena Neuner,Can be moody,1 to 5,29,1
Magdalena Neuner,"Values artistic, aesthetic experiences",1 to 5,30,3
Magdalena Neuner,"Is sometimes shy, inhibited",1 to 5,31,5
Magdalena Neuner,Is considerate and kind to almost everyone,1 to 5,32,4
Magdalena Neuner,Does things efficiently,1 to 5,33,4
Magdalena Neuner,Remains calm in tense situations,1 to 5,34,3
Magdalena Neuner,Prefers work that is routine,1 to 5,35,5
Magdalena Neuner,"Is outgoing, sociable",1 to 5,36,3
Magdalena Neuner,Is sometimes rude to others,1 to 5,37,5
Magdalena Neuner,Makes plans and follows through with them,1 to 5,38,2
Magdalena Neuner,Gets nervous easily,1 to 5,39,4
Magdalena Neuner,"Likes to reflect, play with ideas",1 to 5,40,1
Magdalena Neuner,Has few artistic interests,1 to 5,41,3
Magdalena Neuner,Likes to cooperate with others,1 to 5,42,3
Magdalena Neuner,Is easily distracted,1 to 5,43,4
Magdalena Neuner,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Bernard Hinault,Is talkative,1 to 5,1,5
Bernard Hinault,Tends to find fault with others,1 to 5,2,4
Bernard Hinault,Does a thorough job,1 to 5,3,3
Bernard Hinault,"Is depressed, blue",1 to 5,4,4
Bernard Hinault,"Is original, comes up with new ideas",1 to 5,5,4
Bernard Hinault,Is reserved,1 to 5,6,5
Bernard Hinault,Is helpful and unselfish with others,1 to 5,7,1
Bernard Hinault,Can be somewhat careless,1 to 5,8,2
Bernard Hinault,"Is relaxed, handles stress well",1 to 5,9,4
Bernard Hinault,Is curious about many different things,1 to 5,10,3
Bernard Hinault,Is full of energy,1 to 5,11,1
Bernard Hinault,Starts quarrels with others,1 to 5,12,1
Bernard Hinault,Is a reliable worker,1 to 5,13,5
Bernard Hinault,Can be tense,1 to 5,14,5
Bernard Hinault,"Is ingenious, a deep thinker",1 to 5,15,3
Bernard Hinault,Generates a lot of enthusiasm,1 to 5,16,1
Bernard Hinault,Has a forgiving nature,1 to 5,17,3
Bernard Hinault,Tends to be disorganized,1 to 5,18,3
Bernard Hinault,Worries a lot,1 to 5,19,2
Bernard Hinault,Has an active imagination,1 to 5,20,5
Bernard Hinault,Tends to be quiet,1 to 5,21,5
Bernard Hinault,Is generally trusting,1 to 5,22,3
Bernard Hinault,Tends to be lazy,1 to 5,23,2
Bernard Hinault,"Is emotionally stable, not easily upset",1 to 5,24,1
Bernard Hinault,Is inventive,1 to 5,25,1
Bernard Hinault,Has an assertive personality,1 to 5,26,4
Bernard Hinault,Can be cold and aloof,1 to 5,27,3
Bernard Hinault,Perseveres until the task is finished,1 to 5,28,5
Bernard Hinault,Can be moody,1 to 5,29,5
Bernard Hinault,"Values artistic, aesthetic experiences",1 to 5,30,5
Bernard Hinault,"Is sometimes shy, inhibited",1 to 5,31,3
Bernard Hinault,Is considerate and kind to almost everyone,1 to 5,32,3
Bernard Hinault,Does things efficiently,1 to 5,33,3
Bernard Hinault,Remains calm in tense situations,1 to 5,34,3
Bernard Hinault,Prefers work that is routine,1 to 5,35,3
Bernard Hinault,"Is outgoing, sociable",1 to 5,36,4
Bernard Hinault,Is sometimes rude to others,1 to 5,37,5
Bernard Hinault,Makes plans and follows through with them,1 to 5,38,4
Bernard Hinault,Gets nervous easily,1 to 5,39,3
Bernard Hinault,"Likes to reflect, play with ideas",1 to 5,40,2
Bernard Hinault,Has few artistic interests,1 to 5,41,5
Bernard Hinault,Likes to cooperate with others,1 to 5,42,5
Bernard Hinault,Is easily distracted,1 to 5,43,5
Bernard Hinault,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Tyson Fury,Is talkative,1 to 5,1,3
Tyson Fury,Tends to find fault with others,1 to 5,2,3
Tyson Fury,Does a thorough job,1 to 5,3,5
Tyson Fury,"Is depressed, blue",1 to 5,4,1
Tyson Fury,"Is original, comes up with new ideas",1 to 5,5,5
Tyson Fury,Is reserved,1 to 5,6,1
Tyson Fury,Is helpful and unselfish with others,1 to 5,7,4
Tyson Fury,Can be somewhat careless,1 to 5,8,5
Tyson Fury,"Is relaxed, handles stress well",1 to 5,9,5
Tyson Fury,Is curious about many different things,1 to 5,10,2
Tyson Fury,Is full of energy,1 to 5,11,1
Tyson Fury,Starts quarrels with others,1 to 5,12,4
Tyson Fury,Is a reliable worker,1 to 5,13,1
Tyson Fury,Can be tense,1 to 5,14,5
Tyson Fury,"Is ingenious, a deep thinker",1 to 5,15,1
Tyson Fury,Generates a lot of enthusiasm,1 to 5,16,3
Tyson Fury,Has a forgiving nature,1 to 5,17,4
Tyson Fury,Tends to be disorganized,1 to 5,18,5
Tyson Fury,Worries a lot,1 to 5,19,3
Tyson Fury,Has an active imagination,1 to 5,20,1
Tyson Fury,Tends to be quiet,1 to 5,21,3
Tyson Fury,Is generally trusting,1 to 5,22,1
Tyson Fury,Tends to be lazy,1 to 5,23,3
Tyson Fury,"Is emotionally stable, not easily upset",1 to 5,24,3
Tyson Fury,Is inventive,1 to 5,25,5
Tyson Fury,Has an assertive personality,1 to 5,26,5
Tyson Fury,Can be cold and aloof,1 to 5,27,5
Tyson Fury,Perseveres until the task is finished,1 to 5,28,3
Tyson Fury,Can be moody,1 to 5,29,1
Tyson Fury,"Values artistic, aesthetic experiences",1 to 5,30,5
Tyson Fury,"Is sometimes shy, inhibited",1 to 5,31,3
Tyson Fury,Is considerate and kind to almost everyone,1 to 5,32,5
Tyson Fury,Does things efficiently,1 to 5,33,5
Tyson Fury,Remains calm in tense situations,1 to 5,34,5
Tyson Fury,Prefers work that is routine,1 to 5,35,4
Tyson Fury,"Is outgoing, sociable",1 to 5,36,5
Tyson Fury,Is sometimes rude to others,1 to 5,37,5
Tyson Fury,Makes plans and follows through with them,1 to 5,38,1
Tyson Fury,Gets nervous easily,1 to 5,39,5
Tyson Fury,"Likes to reflect, play with ideas",1 to 5,40,5
Tyson Fury,Has few artistic interests,1 to 5,41,4
Tyson Fury,Likes to cooperate with others,1 to 5,42,3
Tyson Fury,Is easily distracted,1 to 5,43,3
Tyson Fury,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Toni Schumacher,Is talkative,1 to 5,1,2
Toni Schumacher,Tends to find fault with others,1 to 5,2,3
Toni Schumacher,Does a thorough job,1 to 5,3,5
Toni Schumacher,"Is depressed, blue",1 to 5,4,1
Toni Schumacher,"Is original, comes up with new ideas",1 to 5,5,5
Toni Schumacher,Is reserved,1 to 5,6,1
Toni Schumacher,Is helpful and unselfish with others,1 to 5,7,1
Toni Schumacher,Can be somewhat careless,1 to 5,8,1
Toni Schumacher,"Is relaxed, handles stress well",1 to 5,9,5
Toni Schumacher,Is curious about many different things,1 to 5,10,1
Toni Schumacher,Is full of energy,1 to 5,11,4
Toni Schumacher,Starts quarrels with others,1 to 5,12,5
Toni Schumacher,Is a reliable worker,1 to 5,13,4
Toni Schumacher,Can be tense,1 to 5,14,3
Toni Schumacher,"Is ingenious, a deep thinker",1 to 5,15,5
Toni Schumacher,Generates a lot of enthusiasm,1 to 5,16,3
Toni Schumacher,Has a forgiving nature,1 to 5,17,3
Toni Schumacher,Tends to be disorganized,1 to 5,18,1
Toni Schumacher,Worries a lot,1 to 5,19,5
Toni Schumacher,Has an active imagination,1 to 5,20,3
Toni Schumacher,Tends to be quiet,1 to 5,21,5
Toni Schumacher,Is generally trusting,1 to 5,22,5
Toni Schumacher,Tends to be lazy,1 to 5,23,5
Toni Schumacher,"Is emotionally stable, not easily upset",1 to 5,24,5
Toni Schumacher,Is inventive,1 to 5,25,1
Toni Schumacher,Has an assertive personality,1 to 5,26,1
Toni Schumacher,Can be cold and aloof,1 to 5,27,2
Toni Schumacher,Perseveres until the task is finished,1 to 5,28,5
Toni Schumacher,Can be moody,1 to 5,29,5
Toni Schumacher,"Values artistic, aesthetic experiences",1 to 5,30,5
Toni Schumacher,"Is sometimes shy, inhibited",1 to 5,31,5
Toni Schumacher,Is considerate and kind to almost everyone,1 to 5,32,3
Toni Schumacher,Does things efficiently,1 to 5,33,3
Toni Schumacher,Remains calm in tense situations,1 to 5,34,3
Toni Schumacher,Prefers work that is routine,1 to 5,35,4
Toni Schumacher,"Is outgoing, sociable",1 to 5,36,3
Toni Schumacher,Is sometimes rude to others,1 to 5,37,5
Toni Schumacher,Makes plans and follows through with them,1 to 5,38,5
Toni Schumacher,Gets nervous easily,1 to 5,39,1
Toni Schumacher,"Likes to reflect, play with ideas",1 to 5,40,4
Toni Schumacher,Has few artistic interests,1 to 5,41,4
Toni Schumacher,Likes to cooperate with others,1 to 5,42,5
Toni Schumacher,Is easily distracted,1 to 5,43,3
Toni Schumacher,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Vladimír Darida,Is talkative,1 to 5,1,4
Vladimír Darida,Tends to find fault with others,1 to 5,2,2
Vladimír Darida,Does a thorough job,1 to 5,3,4
Vladimír Darida,"Is depressed, blue",1 to 5,4,3
Vladimír Darida,"Is original, comes up with new ideas",1 to 5,5,5
Vladimír Darida,Is reserved,1 to 5,6,4
Vladimír Darida,Is helpful and unselfish with others,1 to 5,7,4
Vladimír Darida,Can be somewhat careless,1 to 5,8,2
Vladimír Darida,"Is relaxed, handles stress well",1 to 5,9,3
Vladimír Darida,Is curious about many different things,1 to 5,10,4
Vladimír Darida,Is full of energy,1 to 5,11,4
Vladimír Darida,Starts quarrels with others,1 to 5,12,3
Vladimír Darida,Is a reliable worker,1 to 5,13,4
Vladimír Darida,Can be tense,1 to 5,14,1
Vladimír Darida,"Is ingenious, a deep thinker",1 to 5,15,3
Vladimír Darida,Generates a lot of enthusiasm,1 to 5,16,5
Vladimír Darida,Has a forgiving nature,1 to 5,17,1
Vladimír Darida,Tends to be disorganized,1 to 5,18,5
Vladimír Darida,Worries a lot,1 to 5,19,3
Vladimír Darida,Has an active imagination,1 to 5,20,5
Vladimír Darida,Tends to be quiet,1 to 5,21,3
Vladimír Darida,Is generally trusting,1 to 5,22,3
Vladimír Darida,Tends to be lazy,1 to 5,23,5
Vladimír Darida,"Is emotionally stable, not easily upset",1 to 5,24,5
Vladimír Darida,Is inventive,1 to 5,25,3
Vladimír Darida,Has an assertive personality,1 to 5,26,3
Vladimír Darida,Can be cold and aloof,1 to 5,27,2
Vladimír Darida,Perseveres until the task is finished,1 to 5,28,5
Vladimír Darida,Can be moody,1 to 5,29,5
Vladimír Darida,"Values artistic, aesthetic experiences",1 to 5,30,4
Vladimír Darida,"Is sometimes shy, inhibited",1 to 5,31,2
Vladimír Darida,Is considerate and kind to almost everyone,1 to 5,32,2
Vladimír Darida,Does things efficiently,1 to 5,33,4
Vladimír Darida,Remains calm in tense situations,1 to 5,34,4
Vladimír Darida,Prefers work that is routine,1 to 5,35,3
Vladimír Darida,"Is outgoing, sociable",1 to 5,36,3
Vladimír Darida,Is sometimes rude to others,1 to 5,37,3
Vladimír Darida,Makes plans and follows through with them,1 to 5,38,5
Vladimír Darida,Gets nervous easily,1 to 5,39,3
Vladimír Darida,"Likes to reflect, play with ideas",1 to 5,40,5
Vladimír Darida,Has few artistic interests,1 to 5,41,3
Vladimír Darida,Likes to cooperate with others,1 to 5,42,3
Vladimír Darida,Is easily distracted,1 to 5,43,3
Vladimír Darida,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Dick Fosbury,Is talkative,1 to 5,1,3
Dick Fosbury,Tends to find fault with others,1 to 5,2,1
Dick Fosbury,Does a thorough job,1 to 5,3,3
Dick Fosbury,"Is depressed, blue",1 to 5,4,3
Dick Fosbury,"Is original, comes up with new ideas",1 to 5,5,4
Dick Fosbury,Is reserved,1 to 5,6,5
Dick Fosbury,Is helpful and unselfish with others,1 to 5,7,5
Dick Fosbury,Can be somewhat careless,1 to 5,8,5
Dick Fosbury,"Is relaxed, handles stress well",1 to 5,9,3
Dick Fosbury,Is curious about many different things,1 to 5,10,1
Dick Fosbury,Is full of energy,1 to 5,11,2
Dick Fosbury,Starts quarrels with others,1 to 5,12,2
Dick Fosbury,Is a reliable worker,1 to 5,13,5
Dick Fosbury,Can be tense,1 to 5,14,5
Dick Fosbury,"Is ingenious, a deep thinker",1 to 5,15,5
Dick Fosbury,Generates a lot of enthusiasm,1 to 5,16,4
Dick Fosbury,Has a forgiving nature,1 to 5,17,5
Dick Fosbury,Tends to be disorganized,1 to 5,18,4
Dick Fosbury,Worries a lot,1 to 5,19,5
Dick Fosbury,Has an active imagination,1 to 5,20,6
Dick Fosbury,Tends to be quiet,1 to 5,21,2
Dick Fosbury,Is generally trusting,1 to 5,22,4
Dick Fosbury,Tends to be lazy,1 to 5,23,2
Dick Fosbury,"Is emotionally stable, not easily upset",1 to 5,24,4
Dick Fosbury,Is inventive,1 to 5,25,3
Dick Fosbury,Has an assertive personality,1 to 5,26,2
Dick Fosbury,Can be cold and aloof,1 to 5,27,5
Dick Fosbury,Perseveres until the task is finished,1 to 5,28,1
Dick Fosbury,Can be moody,1 to 5,29,1
Dick Fosbury,"Values artistic, aesthetic experiences",1 to 5,30,5
Dick Fosbury,"Is sometimes shy, inhibited",1 to 5,31,3
Dick Fosbury,Is considerate and kind to almost everyone,1 to 5,32,3
Dick Fosbury,Does things efficiently,1 to 5,33,3
Dick Fosbury,Remains calm in tense situations,1 to 5,34,2
Dick Fosbury,Prefers work that is routine,1 to 5,35,4
Dick Fosbury,"Is outgoing, sociable",1 to 5,36,4
Dick Fosbury,Is sometimes rude to others,1 to 5,37,1
Dick Fosbury,Makes plans and follows through with them,1 to 5,38,5
Dick Fosbury,Gets nervous easily,1 to 5,39,5
Dick Fosbury,"Likes to reflect, play with ideas",1 to 5,40,3
Dick Fosbury,Has few artistic interests,1 to 5,41,5
Dick Fosbury,Likes to cooperate with others,1 to 5,42,3
Dick Fosbury,Is easily distracted,1 to 5,43,1
Dick Fosbury,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Hana Mandlíková,Is talkative,1 to 5,1,1
Hana Mandlíková,Tends to find fault with others,1 to 5,2,1
Hana Mandlíková,Does a thorough job,1 to 5,3,5
Hana Mandlíková,"Is depressed, blue",1 to 5,4,2
Hana Mandlíková,"Is original, comes up with new ideas",1 to 5,5,4
Hana Mandlíková,Is reserved,1 to 5,6,5
Hana Mandlíková,Is helpful and unselfish with others,1 to 5,7,3
Hana Mandlíková,Can be somewhat careless,1 to 5,8,3
Hana Mandlíková,"Is relaxed, handles stress well",1 to 5,9,3
Hana Mandlíková,Is curious about many different things,1 to 5,10,3
Hana Mandlíková,Is full of energy,1 to 5,11,5
Hana Mandlíková,Starts quarrels with others,1 to 5,12,4
Hana Mandlíková,Is a reliable worker,1 to 5,13,5
Hana Mandlíková,Can be tense,1 to 5,14,4
Hana Mandlíková,"Is ingenious, a deep thinker",1 to 5,15,2
Hana Mandlíková,Generates a lot of enthusiasm,1 to 5,16,3
Hana Mandlíková,Has a forgiving nature,1 to 5,17,3
Hana Mandlíková,Tends to be disorganized,1 to 5,18,5
Hana Mandlíková,Worries a lot,1 to 5,19,5
Hana Mandlíková,Has an active imagination,1 to 5,20,3
Hana Mandlíková,Tends to be quiet,1 to 5,21,5
Hana Mandlíková,Is generally trusting,1 to 5,22,4
Hana Mandlíková,Tends to be lazy,1 to 5,23,4
Hana Mandlíková,"Is emotionally stable, not easily upset",1 to 5,24,3
Hana Mandlíková,Is inventive,1 to 5,25,1
Hana Mandlíková,Has an assertive personality,1 to 5,26,3
Hana Mandlíková,Can be cold and aloof,1 to 5,27,1
Hana Mandlíková,Perseveres until the task is finished,1 to 5,28,5
Hana Mandlíková,Can be moody,1 to 5,29,3
Hana Mandlíková,"Values artistic, aesthetic experiences",1 to 5,30,3
Hana Mandlíková,"Is sometimes shy, inhibited",1 to 5,31,3
Hana Mandlíková,Is considerate and kind to almost everyone,1 to 5,32,3
Hana Mandlíková,Does things efficiently,1 to 5,33,1
Hana Mandlíková,Remains calm in tense situations,1 to 5,34,5
Hana Mandlíková,Prefers work that is routine,1 to 5,35,5
Hana Mandlíková,"Is outgoing, sociable",1 to 5,36,3
Hana Mandlíková,Is sometimes rude to others,1 to 5,37,5
Hana Mandlíková,Makes plans and follows through with them,1 to 5,38,4
Hana Mandlíková,Gets nervous easily,1 to 5,39,5
Hana Mandlíková,"Likes to reflect, play with ideas",1 to 5,40,1
Hana Mandlíková,Has few artistic interests,1 to 5,41,5
Hana Mandlíková,Likes to cooperate with others,1 to 5,42,5
Hana Mandlíková,Is easily distracted,1 to 5,43,5
Hana Mandlíková,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Attalus I,Is talkative,1 to 5,1,1
Attalus I,Tends to find fault with others,1 to 5,2,5
Attalus I,Does a thorough job,1 to 5,3,1
Attalus I,"Is depressed, blue",1 to 5,4,5
Attalus I,"Is original, comes up with new ideas",1 to 5,5,1
Attalus I,Is reserved,1 to 5,6,1
Attalus I,Is helpful and unselfish with others,1 to 5,7,4
Attalus I,Can be somewhat careless,1 to 5,8,3
Attalus I,"Is relaxed, handles stress well",1 to 5,9,3
Attalus I,Is curious about many different things,1 to 5,10,4
Attalus I,Is full of energy,1 to 5,11,3
Attalus I,Starts quarrels with others,1 to 5,12,1
Attalus I,Is a reliable worker,1 to 5,13,3
Attalus I,Can be tense,1 to 5,14,5
Attalus I,"Is ingenious, a deep thinker",1 to 5,15,1
Attalus I,Generates a lot of enthusiasm,1 to 5,16,5
Attalus I,Has a forgiving nature,1 to 5,17,3
Attalus I,Tends to be disorganized,1 to 5,18,1
Attalus I,Worries a lot,1 to 5,19,5
