persona,item,scale,result
Mother Teresa,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Mother Teresa,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Mother Teresa,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Mother Teresa,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Mother Teresa,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Mother Teresa,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Mother Teresa,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Mother Teresa,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Mother Teresa,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Mother Teresa,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Mother Teresa,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Mother Teresa,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Theodore Roosevelt,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Theodore Roosevelt,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Theodore Roosevelt,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Theodore Roosevelt,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Theodore Roosevelt,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Theodore Roosevelt,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Theodore Roosevelt,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Jimmy Carter,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Jimmy Carter,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Jimmy Carter,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Jimmy Carter,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Jimmy Carter,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Jimmy Carter,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",1
Woodrow Wilson,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Woodrow Wilson,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Woodrow Wilson,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Is considerate and kind to almost everyone,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Does things efficiently,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Remains calm in tense situations,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Prefers work that is routine,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Woodrow Wilson,"Is outgoing, sociable","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Woodrow Wilson,Is sometimes rude to others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Makes plans and follows through with them,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Gets nervous easily,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,"Likes to reflect, play with ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Has few artistic interests,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Woodrow Wilson,Likes to cooperate with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Woodrow Wilson,Is easily distracted,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Woodrow Wilson,"Is sophisticated in art, music, or Literature","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Is talkative,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Tends to find fault with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Kofi Annan,Does a thorough job,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,"Is depressed, blue","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Kofi Annan,"Is original, comes up with new ideas","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Is reserved,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Kofi Annan,Is helpful and unselfish with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Can be somewhat careless,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",3
Kofi Annan,"Is relaxed, handles stress well","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Is curious about many different things,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Is full of energy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Starts quarrels with others,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Kofi Annan,Is a reliable worker,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Can be tense,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,"Is ingenious, a deep thinker","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Generates a lot of enthusiasm,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Has a forgiving nature,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Tends to be disorganized,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Kofi Annan,Worries a lot,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Has an active imagination,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Tends to be quiet,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Is generally trusting,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Tends to be lazy,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",2
Kofi Annan,"Is emotionally stable, not easily upset","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Is inventive,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Has an assertive personality,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Can be cold and aloof,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,Perseveres until the task is finished,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",5
Kofi Annan,Can be moody,"1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,"Values artistic, aesthetic experiences","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
Kofi Annan,"Is sometimes shy, inhibited","1 - Strongly Disagree, 2 - Disagree, 3 - Neutral, 4 - Agree, 5 - Strongly Agree",4
