persona,source,text,Itemnum,answer
Sigourney Weaver,Actor,"Values artistic, aesthetic experiences",30,2
Sigourney Weaver,Actor,"Is sometimes shy, inhibited",31,3
Sigourney Weaver,Actor,Is considerate and kind to almost everyone,32,5
Sigourney Weaver,Actor,Does things efficiently,33,4
Sigourney Weaver,Actor,Remains calm in tense situations,34,2
Sigourney Weaver,Actor,Prefers work that is routine,35,5
Sigourney Weaver,Actor,"Is outgoing, sociable",36,4
Sigourney Weaver,Actor,Is sometimes rude to others,37,4
Sigourney Weaver,Actor,Makes plans and follows through with them,38,2
Sigourney Weaver,Actor,Gets nervous easily,39,3
Sigourney Weaver,Actor,"Likes to reflect, play with ideas",40,3
Sigourney Weaver,Actor,Has few artistic interests,41,5
Sigourney Weaver,Actor,Likes to cooperate with others,42,4
Sigourney Weaver,Actor,Is easily distracted,43,5
Sigourney Weaver,Actor,"Is sophisticated in art, music, or Literature",44,1
Jean Cocteau,Actor,Is talkative,1,1
Jean Cocteau,Actor,Tends to find fault with others,2,3
Jean Cocteau,Actor,Does a thorough job,3,5
Jean Cocteau,Actor,"Is depressed, blue",4,5
Jean Cocteau,Actor,"Is original, comes up with new ideas",5,4
Jean Cocteau,Actor,Is reserved,6,4
Jean Cocteau,Actor,Is helpful and unselfish with others,7,5
Jean Cocteau,Actor,Can be somewhat careless,8,4
Jean Cocteau,Actor,"Is relaxed, handles stress well",9,1
Jean Cocteau,Actor,Is curious about many different things,10,5
Jean Cocteau,Actor,Is full of energy,11,3
Jean Cocteau,Actor,Starts quarrels with others,12,4
Jean Cocteau,Actor,Is a reliable worker,13,4
Jean Cocteau,Actor,Can be tense,14,3
Jean Cocteau,Actor,"Is ingenious, a deep thinker",15,4
Jean Cocteau,Actor,Generates a lot of enthusiasm,16,4
Jean Cocteau,Actor,Has a forgiving nature,17,4
Jean Cocteau,Actor,Tends to be disorganized,18,4
Jean Cocteau,Actor,Worries a lot,19,1
Jean Cocteau,Actor,Has an active imagination,20,5
Jean Cocteau,Actor,Tends to be quiet,21,5
Jean Cocteau,Actor,Is generally trusting,22,5
Jean Cocteau,Actor,Tends to be lazy,23,4
Jean Cocteau,Actor,"Is emotionally stable, not easily upset",24,5
Jean Cocteau,Actor,Is inventive,25,3
Jean Cocteau,Actor,Has an assertive personality,26,4
Jean Cocteau,Actor,Can be cold and aloof,27,3
Jean Cocteau,Actor,Perseveres until the task is finished,28,5
Jean Cocteau,Actor,Can be moody,29,2
Jean Cocteau,Actor,"Values artistic, aesthetic experiences",30,3
Jean Cocteau,Actor,"Is sometimes shy, inhibited",31,1
Jean Cocteau,Actor,Is considerate and kind to almost everyone,32,3
Jean Cocteau,Actor,Does things efficiently,33,4
Jean Cocteau,Actor,Remains calm in tense situations,34,4
Jean Cocteau,Actor,Prefers work that is routine,35,5
Jean Cocteau,Actor,"Is outgoing, sociable",36,5
Jean Cocteau,Actor,Is sometimes rude to others,37,1
Jean Cocteau,Actor,Makes plans and follows through with them,38,3
Jean Cocteau,Actor,Gets nervous easily,39,3
Jean Cocteau,Actor,"Likes to reflect, play with ideas",40,3
Jean Cocteau,Actor,Has few artistic interests,41,3
Jean Cocteau,Actor,Likes to cooperate with others,42,3
Jean Cocteau,Actor,Is easily distracted,43,3
Jean Cocteau,Actor,"Is sophisticated in art, music, or Literature",44,4
Bing Crosby,Actor,Is talkative,1,1
Bing Crosby,Actor,Tends to find fault with others,2,1
Bing Crosby,Actor,Does a thorough job,3,1
Bing Crosby,Actor,"Is depressed, blue",4,2
Bing Crosby,Actor,"Is original, comes up with new ideas",5,4
Bing Crosby,Actor,Is reserved,6,4
Bing Crosby,Actor,Is helpful and unselfish with others,7,5
Bing Crosby,Actor,Can be somewhat careless,8,3
Bing Crosby,Actor,"Is relaxed, handles stress well",9,1
Bing Crosby,Actor,Is curious about many different things,10,3
Bing Crosby,Actor,Is full of energy,11,5
Bing Crosby,Actor,Starts quarrels with others,12,4
Bing Crosby,Actor,Is a reliable worker,13,1
Bing Crosby,Actor,Can be tense,14,2
Bing Crosby,Actor,"Is ingenious, a deep thinker",15,3
Bing Crosby,Actor,Generates a lot of enthusiasm,16,5
Bing Crosby,Actor,Has a forgiving nature,17,5
Bing Crosby,Actor,Tends to be disorganized,18,4
Bing Crosby,Actor,Worries a lot,19,4
Bing Crosby,Actor,Has an active imagination,20,4
Bing Crosby,Actor,Tends to be quiet,21,5
Bing Crosby,Actor,Is generally trusting,22,4
Bing Crosby,Actor,Tends to be lazy,23,5
Bing Crosby,Actor,"Is emotionally stable, not easily upset",24,4
Bing Crosby,Actor,Is inventive,25,1
Bing Crosby,Actor,Has an assertive personality,26,4
Bing Crosby,Actor,Can be cold and aloof,27,5
Bing Crosby,Actor,Perseveres until the task is finished,28,5
Bing Crosby,Actor,Can be moody,29,4
Bing Crosby,Actor,"Values artistic, aesthetic experiences",30,2
Bing Crosby,Actor,"Is sometimes shy, inhibited",31,2
Bing Crosby,Actor,Is considerate and kind to almost everyone,32,3
Bing Crosby,Actor,Does things efficiently,33,3
Bing Crosby,Actor,Remains calm in tense situations,34,2
Bing Crosby,Actor,Prefers work that is routine,35,4
Bing Crosby,Actor,"Is outgoing, sociable",36,2
Bing Crosby,Actor,Is sometimes rude to others,37,2
Bing Crosby,Actor,Makes plans and follows through with them,38,5
Bing Crosby,Actor,Gets nervous easily,39,1
Bing Crosby,Actor,"Likes to reflect, play with ideas",40,1
Bing Crosby,Actor,Has few artistic interests,41,3
Bing Crosby,Actor,Likes to cooperate with others,42,5
Bing Crosby,Actor,Is easily distracted,43,1
Bing Crosby,Actor,"Is sophisticated in art, music, or Literature",44,3
Vladimir Mayakovsky,Actor,Is talkative,1,5
Vladimir Mayakovsky,Actor,Tends to find fault with others,2,2
Vladimir Mayakovsky,Actor,Does a thorough job,3,2
Vladimir Mayakovsky,Actor,"Is depressed, blue",4,1
Vladimir Mayakovsky,Actor,"Is original, comes up with new ideas",5,5
Vladimir Mayakovsky,Actor,Is reserved,6,3
Vladimir Mayakovsky,Actor,Is helpful and unselfish with others,7,4
Vladimir Mayakovsky,Actor,Can be somewhat careless,8,4
Vladimir Mayakovsky,Actor,"Is relaxed, handles stress well",9,3
Vladimir Mayakovsky,Actor,Is curious about many different things,10,5
Vladimir Mayakovsky,Actor,Is full of energy,11,2
Vladimir Mayakovsky,Actor,Starts quarrels with others,12,2
Vladimir Mayakovsky,Actor,Is a reliable worker,13,5
Vladimir Mayakovsky,Actor,Can be tense,14,1
Vladimir Mayakovsky,Actor,"Is ingenious, a deep thinker",15,4
Vladimir Mayakovsky,Actor,Generates a lot of enthusiasm,16,2
Vladimir Mayakovsky,Actor,Has a forgiving nature,17,3
Vladimir Mayakovsky,Actor,Tends to be disorganized,18,4
Vladimir Mayakovsky,Actor,Worries a lot,19,1
Vladimir Mayakovsky,Actor,Has an active imagination,20,4
Vladimir Mayakovsky,Actor,Tends to be quiet,21,5
Vladimir Mayakovsky,Actor,Is generally trusting,22,4
Vladimir Mayakovsky,Actor,Tends to be lazy,23,4
Vladimir Mayakovsky,Actor,"Is emotionally stable, not easily upset",24,4
Vladimir Mayakovsky,Actor,Is inventive,25,4
Vladimir Mayakovsky,Actor,Has an assertive personality,26,3
Vladimir Mayakovsky,Actor,Can be cold and aloof,27,4
Vladimir Mayakovsky,Actor,Perseveres until the task is finished,28,4
Vladimir Mayakovsky,Actor,Can be moody,29,1
Vladimir Mayakovsky,Actor,"Values artistic, aesthetic experiences",30,5
Vladimir Mayakovsky,Actor,"Is sometimes shy, inhibited",31,1
Vladimir Mayakovsky,Actor,Is considerate and kind to almost everyone,32,4
Vladimir Mayakovsky,Actor,Does things efficiently,33,2
Vladimir Mayakovsky,Actor,Remains calm in tense situations,34,3
Vladimir Mayakovsky,Actor,Prefers work that is routine,35,2
Vladimir Mayakovsky,Actor,"Is outgoing, sociable",36,1
Vladimir Mayakovsky,Actor,Is sometimes rude to others,37,3
Vladimir Mayakovsky,Actor,Makes plans and follows through with them,38,2
Vladimir Mayakovsky,Actor,Gets nervous easily,39,3
Vladimir Mayakovsky,Actor,"Likes to reflect, play with ideas",40,3
Vladimir Mayakovsky,Actor,Has few artistic interests,41,3
Vladimir Mayakovsky,Actor,Likes to cooperate with others,42,1
Vladimir Mayakovsky,Actor,Is easily distracted,43,2
Vladimir Mayakovsky,Actor,"Is sophisticated in art, music, or Literature",44,3
Ingrid Bergman,Actor,Is talkative,1,1
Ingrid Bergman,Actor,Tends to find fault with others,2,3
Ingrid Bergman,Actor,Does a thorough job,3,5
Ingrid Bergman,Actor,"Is depressed, blue",4,4
Ingrid Bergman,Actor,"Is original, comes up with new ideas",5,4
Ingrid Bergman,Actor,Is reserved,6,1
Ingrid Bergman,Actor,Is helpful and unselfish with others,7,1
Ingrid Bergman,Actor,Can be somewhat careless,8,5
Ingrid Bergman,Actor,"Is relaxed, handles stress well",9,5
Ingrid Bergman,Actor,Is curious about many different things,10,4
Ingrid Bergman,Actor,Is full of energy,11,5
Ingrid Bergman,Actor,Starts quarrels with others,12,4
Ingrid Bergman,Actor,Is a reliable worker,13,3
Ingrid Bergman,Actor,Can be tense,14,2
Ingrid Bergman,Actor,"Is ingenious, a deep thinker",15,5
Ingrid Bergman,Actor,Generates a lot of enthusiasm,16,5
Ingrid Bergman,Actor,Has a forgiving nature,17,1
Ingrid Bergman,Actor,Tends to be disorganized,18,4
Ingrid Bergman,Actor,Worries a lot,19,3
Ingrid Bergman,Actor,Has an active imagination,20,4
Ingrid Bergman,Actor,Tends to be quiet,21,2
Ingrid Bergman,Actor,Is generally trusting,22,5
Ingrid Bergman,Actor,Tends to be lazy,23,1
Ingrid Bergman,Actor,"Is emotionally stable, not easily upset",24,1
Ingrid Bergman,Actor,Is inventive,25,5
Ingrid Bergman,Actor,Has an assertive personality,26,3
Ingrid Bergman,Actor,Can be cold and aloof,27,3
Ingrid Bergman,Actor,Perseveres until the task is finished,28,4
Ingrid Bergman,Actor,Can be moody,29,1
Ingrid Bergman,Actor,"Values artistic, aesthetic experiences",30,3
Ingrid Bergman,Actor,"Is sometimes shy, inhibited",31,2
Ingrid Bergman,Actor,Is considerate and kind to almost everyone,32,2
Ingrid Bergman,Actor,Does things efficiently,33,5
Ingrid Bergman,Actor,Remains calm in tense situations,34,4
Ingrid Bergman,Actor,Prefers work that is routine,35,3
Ingrid Bergman,Actor,"Is outgoing, sociable",36,3
Ingrid Bergman,Actor,Is sometimes rude to others,37,4
Ingrid Bergman,Actor,Makes plans and follows through with them,38,5
Ingrid Bergman,Actor,Gets nervous easily,39,4
Ingrid Bergman,Actor,"Likes to reflect, play with ideas",40,3
Ingrid Bergman,Actor,Has few artistic interests,41,2
Ingrid Bergman,Actor,Likes to cooperate with others,42,4
Ingrid Bergman,Actor,Is easily distracted,43,2
Ingrid Bergman,Actor,"Is sophisticated in art, music, or Literature",44,1
Jennifer Aniston,Actor,Is talkative,1,4
Jennifer Aniston,Actor,Tends to find fault with others,2,3
Jennifer Aniston,Actor,Does a thorough job,3,3
Jennifer Aniston,Actor,"Is depressed, blue",4,2
Jennifer Aniston,Actor,"Is original, comes up with new ideas",5,5
Jennifer Aniston,Actor,Is reserved,6,3
Jennifer Aniston,Actor,Is helpful and unselfish with others,7,4
Jennifer Aniston,Actor,Can be somewhat careless,8,1
Jennifer Aniston,Actor,"Is relaxed, handles stress well",9,3
Jennifer Aniston,Actor,Is curious about many different things,10,5
Jennifer Aniston,Actor,Is full of energy,11,4
Jennifer Aniston,Actor,Starts quarrels with others,12,3
Jennifer Aniston,Actor,Is a reliable worker,13,1
Jennifer Aniston,Actor,Can be tense,14,1
Jennifer Aniston,Actor,"Is ingenious, a deep thinker",15,1
Jennifer Aniston,Actor,Generates a lot of enthusiasm,16,3
Jennifer Aniston,Actor,Has a forgiving nature,17,5
Jennifer Aniston,Actor,Tends to be disorganized,18,3
Jennifer Aniston,Actor,Worries a lot,19,3
Jennifer Aniston,Actor,Has an active imagination,20,3
Jennifer Aniston,Actor,Tends to be quiet,21,3
Jennifer Aniston,Actor,Is generally trusting,22,2
Jennifer Aniston,Actor,Tends to be lazy,23,5
Jennifer Aniston,Actor,"Is emotionally stable, not easily upset",24,5
Jennifer Aniston,Actor,Is inventive,25,3
Jennifer Aniston,Actor,Has an assertive personality,26,3
Jennifer Aniston,Actor,Can be cold and aloof,27,4
Jennifer Aniston,Actor,Perseveres until the task is finished,28,3
Jennifer Aniston,Actor,Can be moody,29,2
Jennifer Aniston,Actor,"Values artistic, aesthetic experiences",30,4
Jennifer Aniston,Actor,"Is sometimes shy, inhibited",31,5
Jennifer Aniston,Actor,Is considerate and kind to almost everyone,32,3
Jennifer Aniston,Actor,Does things efficiently,33,2
Jennifer Aniston,Actor,Remains calm in tense situations,34,3
Jennifer Aniston,Actor,Prefers work that is routine,35,4
Jennifer Aniston,Actor,"Is outgoing, sociable",36,5
Jennifer Aniston,Actor,Is sometimes rude to others,37,4
Jennifer Aniston,Actor,Makes plans and follows through with them,38,5
Jennifer Aniston,Actor,Gets nervous easily,39,4
Jennifer Aniston,Actor,"Likes to reflect, play with ideas",40,2
Jennifer Aniston,Actor,Has few artistic interests,41,4
Jennifer Aniston,Actor,Likes to cooperate with others,42,1
Jennifer Aniston,Actor,Is easily distracted,43,4
Jennifer Aniston,Actor,"Is sophisticated in art, music, or Literature",44,4
Hans Christian Andersen,Author,Is talkative,1,2
Hans Christian Andersen,Author,Tends to find fault with others,2,4
Hans Christian Andersen,Author,Does a thorough job,3,5
Hans Christian Andersen,Author,"Is depressed, blue",4,5
Hans Christian Andersen,Author,"Is original, comes up with new ideas",5,2
Hans Christian Andersen,Author,Is reserved,6,5
Hans Christian Andersen,Author,Is helpful and unselfish with others,7,3
Hans Christian Andersen,Author,Can be somewhat careless,8,1
Hans Christian Andersen,Author,"Is relaxed, handles stress well",9,3
Hans Christian Andersen,Author,Is curious about many different things,10,3
Hans Christian Andersen,Author,Is full of energy,11,5
Hans Christian Andersen,Author,Starts quarrels with others,12,5
Hans Christian Andersen,Author,Is a reliable worker,13,3
Hans Christian Andersen,Author,Can be tense,14,4
Hans Christian Andersen,Author,"Is ingenious, a deep thinker",15,4
Hans Christian Andersen,Author,Generates a lot of enthusiasm,16,2
Hans Christian Andersen,Author,Has a forgiving nature,17,2
Hans Christian Andersen,Author,Tends to be disorganized,18,1
Hans Christian Andersen,Author,Worries a lot,19,5
Hans Christian Andersen,Author,Has an active imagination,20,3
Hans Christian Andersen,Author,Tends to be quiet,21,2
Hans Christian Andersen,Author,Is generally trusting,22,3
Hans Christian Andersen,Author,Tends to be lazy,23,3
Hans Christian Andersen,Author,"Is emotionally stable, not easily upset",24,2
Hans Christian Andersen,Author,Is inventive,25,4
Hans Christian Andersen,Author,Has an assertive personality,26,4
Hans Christian Andersen,Author,Can be cold and aloof,27,2
Hans Christian Andersen,Author,Perseveres until the task is finished,28,5
Hans Christian Andersen,Author,Can be moody,29,5
Hans Christian Andersen,Author,"Values artistic, aesthetic experiences",30,5
Hans Christian Andersen,Author,"Is sometimes shy, inhibited",31,3
Hans Christian Andersen,Author,Is considerate and kind to almost everyone,32,4
Hans Christian Andersen,Author,Does things efficiently,33,4
Hans Christian Andersen,Author,Remains calm in tense situations,34,5
Hans Christian Andersen,Author,Prefers work that is routine,35,5
Hans Christian Andersen,Author,"Is outgoing, sociable",36,5
Hans Christian Andersen,Author,Is sometimes rude to others,37,1
Hans Christian Andersen,Author,Makes plans and follows through with them,38,5
Hans Christian Andersen,Author,Gets nervous easily,39,1
Hans Christian Andersen,Author,"Likes to reflect, play with ideas",40,3
Hans Christian Andersen,Author,Has few artistic interests,41,5
Hans Christian Andersen,Author,Likes to cooperate with others,42,4
Hans Christian Andersen,Author,Is easily distracted,43,4
Hans Christian Andersen,Author,"Is sophisticated in art, music, or Literature",44,1
Charles Dickens,Author,Is talkative,1,4
Charles Dickens,Author,Tends to find fault with others,2,5
Charles Dickens,Author,Does a thorough job,3,1
Charles Dickens,Author,"Is depressed, blue",4,5
Charles Dickens,Author,"Is original, comes up with new ideas",5,1
Charles Dickens,Author,Is reserved,6,3
Charles Dickens,Author,Is helpful and unselfish with others,7,5
Charles Dickens,Author,Can be somewhat careless,8,2
Charles Dickens,Author,"Is relaxed, handles stress well",9,4
Charles Dickens,Author,Is curious about many different things,10,5
Charles Dickens,Author,Is full of energy,11,5
Charles Dickens,Author,Starts quarrels with others,12,5
Charles Dickens,Author,Is a reliable worker,13,4
Charles Dickens,Author,Can be tense,14,5
Charles Dickens,Author,"Is ingenious, a deep thinker",15,4
Charles Dickens,Author,Generates a lot of enthusiasm,16,3
Charles Dickens,Author,Has a forgiving nature,17,4
Charles Dickens,Author,Tends to be disorganized,18,3
Charles Dickens,Author,Worries a lot,19,2
Charles Dickens,Author,Has an active imagination,20,1
Charles Dickens,Author,Tends to be quiet,21,3
Charles Dickens,Author,Is generally trusting,22,3
Charles Dickens,Author,Tends to be lazy,23,1
Charles Dickens,Author,"Is emotionally stable, not easily upset",24,3
Charles Dickens,Author,Is inventive,25,4
Charles Dickens,Author,Has an assertive personality,26,3
Charles Dickens,Author,Can be cold and aloof,27,3
Charles Dickens,Author,Perseveres until the task is finished,28,1
Charles Dickens,Author,Can be moody,29,3
Charles Dickens,Author,"Values artistic, aesthetic experiences",30,1
Charles Dickens,Author,"Is sometimes shy, inhibited",31,3
Charles Dickens,Author,Is considerate and kind to almost everyone,32,3
Charles Dickens,Author,Does things efficiently,33,4
Charles Dickens,Author,Remains calm in tense situations,34,4
Charles Dickens,Author,Prefers work that is routine,35,1
Charles Dickens,Author,"Is outgoing, sociable",36,5
Charles Dickens,Author,Is sometimes rude to others,37,5
Charles Dickens,Author,Makes plans and follows through with them,38,5
Charles Dickens,Author,Gets nervous easily,39,2
Charles Dickens,Author,"Likes to reflect, play with ideas",40,5
Charles Dickens,Author,Has few artistic interests,41,3
Charles Dickens,Author,Likes to cooperate with others,42,4
Charles Dickens,Author,Is easily distracted,43,3
Charles Dickens,Author,"Is sophisticated in art, music, or Literature",44,3
Alexander Pushkin,Author,Is talkative,1,5
Alexander Pushkin,Author,Tends to find fault with others,2,3
Alexander Pushkin,Author,Does a thorough job,3,5
Alexander Pushkin,Author,"Is depressed, blue",4,1
Alexander Pushkin,Author,"Is original, comes up with new ideas",5,5
Alexander Pushkin,Author,Is reserved,6,4
Alexander Pushkin,Author,Is helpful and unselfish with others,7,4
Alexander Pushkin,Author,Can be somewhat careless,8,2
Alexander Pushkin,Author,"Is relaxed, handles stress well",9,3
Alexander Pushkin,Author,Is curious about many different things,10,4
Alexander Pushkin,Author,Is full of energy,11,5
Alexander Pushkin,Author,Starts quarrels with others,12,3
Alexander Pushkin,Author,Is a reliable worker,13,5
Alexander Pushkin,Author,Can be tense,14,3
Alexander Pushkin,Author,"Is ingenious, a deep thinker",15,3
Alexander Pushkin,Author,Generates a lot of enthusiasm,16,5
Alexander Pushkin,Author,Has a forgiving nature,17,3
Alexander Pushkin,Author,Tends to be disorganized,18,4
Alexander Pushkin,Author,Worries a lot,19,4
Alexander Pushkin,Author,Has an active imagination,20,5
Alexander Pushkin,Author,Tends to be quiet,21,4
Alexander Pushkin,Author,Is generally trusting,22,4
Alexander Pushkin,Author,Tends to be lazy,23,4
Alexander Pushkin,Author,"Is emotionally stable, not easily upset",24,5
Alexander Pushkin,Author,Is inventive,25,3
Alexander Pushkin,Author,Has an assertive personality,26,1
Alexander Pushkin,Author,Can be cold and aloof,27,3
Alexander Pushkin,Author,Perseveres until the task is finished,28,3
Alexander Pushkin,Author,Can be moody,29,3
Alexander Pushkin,Author,"Values artistic, aesthetic experiences",30,4
Alexander Pushkin,Author,"Is sometimes shy, inhibited",31,5
Alexander Pushkin,Author,Is considerate and kind to almost everyone,32,3
Alexander Pushkin,Author,Does things efficiently,33,2
Alexander Pushkin,Author,Remains calm in tense situations,34,5
Alexander Pushkin,Author,Prefers work that is routine,35,3
Alexander Pushkin,Author,"Is outgoing, sociable",36,3
Alexander Pushkin,Author,Is sometimes rude to others,37,4
Alexander Pushkin,Author,Makes plans and follows through with them,38,5
Alexander Pushkin,Author,Gets nervous easily,39,5
Alexander Pushkin,Author,"Likes to reflect, play with ideas",40,4
Alexander Pushkin,Author,Has few artistic interests,41,5
Alexander Pushkin,Author,Likes to cooperate with others,42,4
Alexander Pushkin,Author,Is easily distracted,43,4
Alexander Pushkin,Author,"Is sophisticated in art, music, or Literature",44,4
Oscar Wilde,Author,Is talkative,1,5
Oscar Wilde,Author,Tends to find fault with others,2,3
Oscar Wilde,Author,Does a thorough job,3,4
Oscar Wilde,Author,"Is depressed, blue",4,2
Oscar Wilde,Author,"Is original, comes up with new ideas",5,2
Oscar Wilde,Author,Is reserved,6,2
Oscar Wilde,Author,Is helpful and unselfish with others,7,3
Oscar Wilde,Author,Can be somewhat careless,8,1
Oscar Wilde,Author,"Is relaxed, handles stress well",9,5
Oscar Wilde,Author,Is curious about many different things,10,3
Oscar Wilde,Author,Is full of energy,11,1
Oscar Wilde,Author,Starts quarrels with others,12,1
Oscar Wilde,Author,Is a reliable worker,13,3
Oscar Wilde,Author,Can be tense,14,5
Oscar Wilde,Author,"Is ingenious, a deep thinker",15,2
Oscar Wilde,Author,Generates a lot of enthusiasm,16,5
Oscar Wilde,Author,Has a forgiving nature,17,3
Oscar Wilde,Author,Tends to be disorganized,18,5
Oscar Wilde,Author,Worries a lot,19,1
Oscar Wilde,Author,Has an active imagination,20,1
Oscar Wilde,Author,Tends to be quiet,21,3
Oscar Wilde,Author,Is generally trusting,22,5
Oscar Wilde,Author,Tends to be lazy,23,1
Oscar Wilde,Author,"Is emotionally stable, not easily upset",24,4
Oscar Wilde,Author,Is inventive,25,3
Oscar Wilde,Author,Has an assertive personality,26,2
Oscar Wilde,Author,Can be cold and aloof,27,3
Oscar Wilde,Author,Perseveres until the task is finished,28,2
Oscar Wilde,Author,Can be moody,29,3
Oscar Wilde,Author,"Values artistic, aesthetic experiences",30,3
Oscar Wilde,Author,"Is sometimes shy, inhibited",31,5
Oscar Wilde,Author,Is considerate and kind to almost everyone,32,2
Oscar Wilde,Author,Does things efficiently,33,5
Oscar Wilde,Author,Remains calm in tense situations,34,1
Oscar Wilde,Author,Prefers work that is routine,35,2
Oscar Wilde,Author,"Is outgoing, sociable",36,3
Oscar Wilde,Author,Is sometimes rude to others,37,4
Oscar Wilde,Author,Makes plans and follows through with them,38,5
Oscar Wilde,Author,Gets nervous easily,39,3
Oscar Wilde,Author,"Likes to reflect, play with ideas",40,5
Oscar Wilde,Author,Has few artistic interests,41,4
Oscar Wilde,Author,Likes to cooperate with others,42,1
Oscar Wilde,Author,Is easily distracted,43,5
Oscar Wilde,Author,"Is sophisticated in art, music, or Literature",44,1
James Joyce,Author,Is talkative,1,3
James Joyce,Author,Tends to find fault with others,2,1
James Joyce,Author,Does a thorough job,3,5
James Joyce,Author,"Is depressed, blue",4,1
James Joyce,Author,"Is original, comes up with new ideas",5,5
James Joyce,Author,Is reserved,6,2
James Joyce,Author,Is helpful and unselfish with others,7,5
James Joyce,Author,Can be somewhat careless,8,3
James Joyce,Author,"Is relaxed, handles stress well",9,5
James Joyce,Author,Is curious about many different things,10,4
James Joyce,Author,Is full of energy,11,5
James Joyce,Author,Starts quarrels with others,12,3
James Joyce,Author,Is a reliable worker,13,4
James Joyce,Author,Can be tense,14,5
James Joyce,Author,"Is ingenious, a deep thinker",15,4
James Joyce,Author,Generates a lot of enthusiasm,16,4
James Joyce,Author,Has a forgiving nature,17,3
James Joyce,Author,Tends to be disorganized,18,2
James Joyce,Author,Worries a lot,19,1
James Joyce,Author,Has an active imagination,20,3
James Joyce,Author,Tends to be quiet,21,1
James Joyce,Author,Is generally trusting,22,1
James Joyce,Author,Tends to be lazy,23,3
James Joyce,Author,"Is emotionally stable, not easily upset",24,1
James Joyce,Author,Is inventive,25,1
James Joyce,Author,Has an assertive personality,26,1
James Joyce,Author,Can be cold and aloof,27,5
James Joyce,Author,Perseveres until the task is finished,28,3
James Joyce,Author,Can be moody,29,3
James Joyce,Author,"Values artistic, aesthetic experiences",30,1
James Joyce,Author,"Is sometimes shy, inhibited",31,1
James Joyce,Author,Is considerate and kind to almost everyone,32,5
James Joyce,Author,Does things efficiently,33,3
James Joyce,Author,Remains calm in tense situations,34,1
James Joyce,Author,Prefers work that is routine,35,1
James Joyce,Author,"Is outgoing, sociable",36,5
James Joyce,Author,Is sometimes rude to others,37,3
James Joyce,Author,Makes plans and follows through with them,38,4
James Joyce,Author,Gets nervous easily,39,1
James Joyce,Author,"Likes to reflect, play with ideas",40,3
James Joyce,Author,Has few artistic interests,41,3
James Joyce,Author,Likes to cooperate with others,42,4
James Joyce,Author,Is easily distracted,43,5
James Joyce,Author,"Is sophisticated in art, music, or Literature",44,4
J. R. R. Tolkien,Author,Is talkative,1,5
J. R. R. Tolkien,Author,Tends to find fault with others,2,3
J. R. R. Tolkien,Author,Does a thorough job,3,5
J. R. R. Tolkien,Author,"Is depressed, blue",4,2
J. R. R. Tolkien,Author,"Is original, comes up with new ideas",5,5
J. R. R. Tolkien,Author,Is reserved,6,5
J. R. R. Tolkien,Author,Is helpful and unselfish with others,7,3
J. R. R. Tolkien,Author,Can be somewhat careless,8,4
J. R. R. Tolkien,Author,"Is relaxed, handles stress well",9,3
J. R. R. Tolkien,Author,Is curious about many different things,10,5
J. R. R. Tolkien,Author,Is full of energy,11,1
J. R. R. Tolkien,Author,Starts quarrels with others,12,4
J. R. R. Tolkien,Author,Is a reliable worker,13,5
J. R. R. Tolkien,Author,Can be tense,14,2
J. R. R. Tolkien,Author,"Is ingenious, a deep thinker",15,5
J. R. R. Tolkien,Author,Generates a lot of enthusiasm,16,4
J. R. R. Tolkien,Author,Has a forgiving nature,17,3
J. R. R. Tolkien,Author,Tends to be disorganized,18,5
J. R. R. Tolkien,Author,Worries a lot,19,3
J. R. R. Tolkien,Author,Has an active imagination,20,2
J. R. R. Tolkien,Author,Tends to be quiet,21,3
J. R. R. Tolkien,Author,Is generally trusting,22,5
J. R. R. Tolkien,Author,Tends to be lazy,23,3
J. R. R. Tolkien,Author,"Is emotionally stable, not easily upset",24,5
J. R. R. Tolkien,Author,Is inventive,25,5
J. R. R. Tolkien,Author,Has an assertive personality,26,4
J. R. R. Tolkien,Author,Can be cold and aloof,27,5
J. R. R. Tolkien,Author,Perseveres until the task is finished,28,5
J. R. R. Tolkien,Author,Can be moody,29,4
J. R. R. Tolkien,Author,"Values artistic, aesthetic experiences",30,5
J. R. R. Tolkien,Author,"Is sometimes shy, inhibited",31,3
J. R. R. Tolkien,Author,Is considerate and kind to almost everyone,32,4
J. R. R. Tolkien,Author,Does things efficiently,33,3
J. R. R. Tolkien,Author,Remains calm in tense situations,34,3
J. R. R. Tolkien,Author,Prefers work that is routine,35,3
J. R. R. Tolkien,Author,"Is outgoing, sociable",36,5
J. R. R. Tolkien,Author,Is sometimes rude to others,37,3
J. R. R. Tolkien,Author,Makes plans and follows through with them,38,3
J. R. R. Tolkien,Author,Gets nervous easily,39,5
J. R. R. Tolkien,Author,"Likes to reflect, play with ideas",40,4
J. R. R. Tolkien,Author,Has few artistic interests,41,3
J. R. R. Tolkien,Author,Likes to cooperate with others,42,5
J. R. R. Tolkien,Author,Is easily distracted,43,3
J. R. R. Tolkien,Author,"Is sophisticated in art, music, or Literature",44,5
John Maynard Keynes,Author,Is talkative,1,1
John Maynard Keynes,Author,Tends to find fault with others,2,5
John Maynard Keynes,Author,Does a thorough job,3,3
John Maynard Keynes,Author,"Is depressed, blue",4,3
John Maynard Keynes,Author,"Is original, comes up with new ideas",5,1
John Maynard Keynes,Author,Is reserved,6,3
John Maynard Keynes,Author,Is helpful and unselfish with others,7,1
