Name,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
Adolfo Constanzo,4.125,3.889,3.111,2.625,3.5
Ahmad Suradji,3.875,2.889,3.778,2.125,3.6
Ahmed al-Nami,3.0,2.444,2.556,2.875,3.8
Aileen Wuornos,3.25,3.111,3.222,3.25,3.5
Akmal Shaikh,3.875,2.778,3.222,3.5,3.2
Al Capone,2.25,3.222,2.778,1.5,2.4
Albert Anastasia,3.25,3.333,2.444,2.125,3.5
Albert Fish,3.5,3.778,2.556,3.25,3.0
Alberto Franceschini,2.125,3.778,2.889,3.25,3.5
Alexander Pichushkin,3.625,2.778,3.889,2.625,3.4
Alexandros Giotopoulos,3.375,2.889,3.333,3.25,3.6
Alfredo Stroessner,2.5,3.111,3.444,3.375,3.7
Amado Carrillo ( el señor de los cielos),4.0,2.556,3.222,2.625,3.4
Amedy Coulibaly,2.625,3.111,3.0,2.0,2.8
Amelia Dyer,3.0,3.111,2.889,2.875,4.1
An Jung-geun,2.375,4.111,2.889,3.25,3.4
Anastasia Bitsenko,2.375,2.778,3.111,3.125,3.3
Anastasio Somoza Debayle,3.125,3.111,2.889,3.5,2.4
Anatoly Onoprienko,2.625,3.333,3.556,2.5,2.6
Anders Behring Breivik,2.625,4.111,3.889,2.375,2.3
Andreas Baader,3.375,2.667,3.111,2.625,2.1
Andrew Chan,3.5,2.778,3.556,2.5,3.8
Andrew Cunanan,3.625,3.333,2.333,3.125,3.4
Andréi Chikatilo,1.875,3.0,2.889,2.125,3.1
Angelo Bruno,2.375,3.0,3.333,2.625,4.4
Angie  Sanclemente,4.375,2.556,2.444,2.875,4.1
Anthony Casso,2.75,3.111,2.889,3.375,4.2
Anthony Corallo,3.875,3.222,3.444,2.875,4.0
Anthony Spilotro,2.875,2.778,2.889,3.375,2.9
Antonio Cárdenas Guillén,3.25,3.222,3.444,3.0,3.7
António Sampaio da Nóvoa,3.375,4.111,2.556,3.75,3.6
António de Oliveira Salazar,4.0,3.111,3.0,3.0,3.3
Aquilino Ribeiro,3.25,4.222,3.222,2.875,3.3
Arthur Shawcross,4.0,2.778,3.111,3.5,3.4
Arturo Beltrán Leyva,2.875,2.222,2.778,4.125,2.6
Arturo Guzmán Decena,2.75,3.222,2.778,3.125,4.1
Aslan Usoyan,3.875,4.222,4.111,2.625,3.2
Assata Shakur,3.875,3.0,4.0,2.875,3.0
Atique Ahmed,4.375,2.778,4.0,4.0,4.0
Atiyah Abd al-Rahman,2.875,3.667,4.0,3.0,3.3
Augusto Pinochet,2.625,2.778,4.111,3.125,3.5
Avraham Stern,4.0,2.0,3.111,3.0,2.5
Azahari Husin,3.25,4.0,3.222,3.375,4.1
Baba Anujka,3.5,3.333,2.889,1.5,3.8
Baby Face Nelson,3.125,2.222,2.667,3.25,2.9
Barbara Balzerani,4.125,3.222,3.0,2.75,4.0
Barry Mills,3.875,2.111,2.667,3.375,3.5
Barry Seal,3.125,3.444,3.778,3.375,3.9
Beate Zschäpe,2.75,3.778,3.222,2.0,3.9
Belle Gunness,3.375,2.333,3.333,3.0,3.5
Benito Mussolini,3.375,2.778,3.0,2.875,2.3
Benjamín Arellano Félix,3.125,2.333,2.667,1.625,3.0
Beverley Allitt,3.375,4.667,3.333,3.625,2.9
Bijeh,3.125,2.444,3.889,2.5,2.3
Billy the Kid,2.25,3.778,3.444,2.875,3.8
Bobby Joe Long,3.5,3.889,3.222,2.875,3.3
Boris Savinkov,3.75,3.333,3.222,2.375,3.9
Bruce Edwards Ivins,1.625,3.778,4.111,3.875,4.1
Bruno Lüdke,2.5,3.778,3.889,3.375,3.4
Bugs Moran,4.0,2.778,2.333,3.75,3.1
Bugsy Siegel,3.0,3.333,3.333,2.0,1.9
Béla Kiss,3.375,2.222,3.333,2.875,3.8
Cameron Douglas,2.625,3.222,2.889,2.75,2.2
Carl Großmann,3.875,3.333,3.0,2.375,2.8
Carl Panzram,3.125,2.667,3.111,2.75,3.6
Carlos Lehder,4.0,3.444,3.667,1.5,3.7
Carlos the Jackal,2.875,3.556,3.778,1.75,3.5
Carmine Galante,3.375,3.333,3.222,3.125,4.0
Carmine Persico,3.5,2.889,3.667,3.0,2.5
Carmine Tramunti,3.5,4.111,3.556,4.125,3.0
Cesare Battisti,3.375,3.333,3.0,3.125,4.0
"Charles ""Tex"" Watson",3.375,2.667,3.889,2.75,4.1
Charles Manson,3.125,2.889,2.111,2.5,3.0
Charles Ng,3.375,3.444,3.0,2.5,4.0
Charles Sobhraj,2.625,3.889,3.111,2.75,4.3
Charles Starkweather,1.75,4.111,3.222,3.0,3.0
Cheung Tze-keung,3.125,3.556,3.222,2.75,3.7
Chhota Shakeel,2.625,2.222,2.778,2.625,2.5
Christopher Coke,3.0,3.111,3.444,2.625,2.7
Ciro Terranova,4.0,3.333,2.778,2.5,3.2
Cleveland Torso Murderer,2.875,2.222,3.222,2.875,2.7
Comrade Artemio,3.5,3.667,3.0,3.125,2.8
Dagmar Overby,3.375,2.889,3.111,3.125,4.4
Dairo Antonio Úsuga David,3.75,2.444,3.667,2.75,3.4
Daniel Camargo Barbosa,2.0,3.222,2.444,2.0,3.0
Danny Rolling,3.875,2.667,3.111,3.125,2.9
Darya Nikolayevna Saltykova,4.0,2.556,2.111,3.625,3.7
David Berkowitz,3.75,3.778,2.444,2.75,3.0
David Berman,3.5,4.111,3.111,3.375,3.8
David Jenkins,3.75,4.0,3.111,1.75,3.7
Dawood Ibrahim,1.375,4.222,2.667,3.25,2.4
Dean Corll,3.5,3.0,3.222,3.5,3.2
Dean O'Banion,3.375,2.778,3.222,3.5,3.4
Delphine LaLaurie,3.5,3.111,3.667,3.875,3.7
Deniz Seki,3.0,3.778,3.556,2.625,2.6
Dennis Nilsen,3.0,3.111,3.778,2.125,3.7
Dennis Rader,2.125,2.556,4.444,3.625,3.1
Diego Murillo Bejarano,3.0,2.889,3.222,1.625,4.0
Diego Osorio,4.125,3.222,2.667,3.5,2.2
Dominick Napolitano,2.75,2.778,4.0,2.875,1.9
Donato Bilancia,3.0,2.889,4.444,1.875,3.4
Du Yuesheng,3.25,3.222,3.556,3.375,2.9
Dzhokhar Tsarnaev,2.75,3.667,3.222,2.125,4.0
Eazy-E,3.0,4.222,4.333,2.625,3.2
Ed Gein,3.625,3.333,3.444,3.125,3.8
Edgar Valdez Villarreal,3.375,3.222,2.556,2.875,3.2
Edith Lagos,3.875,3.778,3.667,4.5,3.3
Edmund Kemper,3.125,3.111,3.111,3.0,2.0
Eduardo Ravelo,3.75,1.889,3.667,2.125,2.5
Edward Bunker,3.125,2.222,4.0,3.5,4.2
Elena Iparraguirre Revoredo,3.25,3.667,4.111,3.375,3.8
Ellsworth Raymond Johnson,2.875,3.333,3.333,2.0,3.3
Emma Luciana Aispuro,2.75,3.0,2.889,1.125,2.9
Emmett Dalton,2.625,2.444,3.0,3.875,3.8
Enoch L. Johnson,3.5,4.0,2.778,3.0,3.8
Enrique Plancarte Solís,3.125,2.889,3.444,2.875,2.6
Eric Rudolph,3.375,3.556,3.111,2.875,3.9
Ernesto Fonseca Carrillo,3.0,3.667,2.444,2.125,3.8
Eugen Weidmann,3.875,2.667,2.111,3.125,3.0
Fabio Ochoa Vásquez,3.25,2.667,2.333,3.0,2.6
Fanny Kaplan,2.875,3.333,3.333,2.625,3.9
Fayez Banihammad,3.125,4.333,4.333,3.125,3.6
Ferdinand Marcos,2.875,2.556,3.889,2.875,3.0
Fidel Castro,3.0,2.778,3.889,3.5,3.3
Francesco Di Carlo,4.0,3.667,3.556,2.875,3.1
Francisco Franco,3.75,3.0,3.111,4.375,2.9
Francisco Javier Arellano Félix,4.25,3.0,2.889,3.5,3.0
Francisco Javier López Peña,2.75,3.333,2.222,2.625,3.9
Frank Capone,3.875,3.0,4.111,3.25,3.7
Frank Cullotta,3.875,2.444,3.111,2.875,3.2
Frank James,3.5,3.222,3.222,2.875,3.4
Frank Lucas,3.75,3.111,3.889,2.375,2.3
Frank Scalice,3.875,3.667,2.889,2.375,3.8
František Mrázek,3.875,3.667,3.111,3.5,3.1
François Marcantoni,3.625,4.111,3.111,3.125,3.7
François Spirito,3.0,2.778,3.0,2.625,3.3
Fred Burke,3.875,3.556,3.333,2.875,2.3
Fred West,2.625,3.556,4.222,2.125,3.4
Fritz Honka,3.625,3.111,2.778,3.75,2.9
Fulgencio Batista,3.25,3.0,3.333,2.5,3.0
Gaetano Reina,3.0,3.556,2.333,3.5,3.5
Gary M. Heidnik,3.125,3.333,3.222,2.625,3.3
Gary Ray Bowles,2.875,3.778,2.889,2.875,3.2
Gary Ridgway,2.5,3.667,2.778,3.625,3.9
Gene Gotti,2.875,3.111,2.444,3.125,3.1
George Jung,3.25,2.667,3.556,3.375,3.1
Georgios Papadopoulos,3.375,3.444,2.667,3.625,3.9
Gerlando Alberti,3.5,2.667,3.0,3.375,3.3
Gilberto Rodríguez Orejuela,3.75,3.556,3.667,2.875,2.1
Gonzalo Gaviria,2.875,3.111,2.333,2.75,3.6
"Greg ""Cadillac"" Anderson",2.25,2.333,3.444,1.375,3.0
Grim Sleeper,3.125,4.111,4.111,3.0,3.0
Griselda Blanco,3.375,2.556,4.333,2.125,3.4
Gudrun Ensslin,3.5,3.444,2.778,4.25,3.3
H. H. Holmes,2.5,4.111,3.111,2.625,3.8
Hagop Hagopian,2.125,2.889,3.333,2.5,3.7
Harold Shipman,4.0,3.333,2.556,2.875,2.6
Henri Désiré Landru,3.375,3.0,3.667,3.75,3.7
Henry Hill,3.5,3.778,4.667,2.875,2.5
Henry Lee Lucas,4.375,2.444,2.556,3.125,3.7
Herbert Mullin,3.25,2.222,3.333,3.5,3.3
Heriberto Lazcano Lazcano,3.75,4.111,3.444,2.5,2.6
Hiroshi Maeue,3.5,2.667,3.778,3.375,3.4
Horst Söhnlein,3.0,3.444,2.889,3.75,3.7
Hosni Mubarak,2.625,1.889,2.778,3.375,2.1
Howard Marks,3.25,2.444,2.667,2.5,3.9
Huang Jinrong,2.25,3.444,3.444,2.5,4.2
Héctor Beltrán Leyva,2.625,4.333,3.667,2.25,3.0
Héctor Luis Palma Salazar Hueco,3.25,3.667,3.222,3.625,2.9
Hélmer Herrera Buitrago,3.75,3.556,2.889,2.5,4.0
Idi Amin,2.5,2.556,2.333,2.75,2.1
Ignacio Coronel Villarreal,2.5,3.0,3.222,2.875,2.4
Ignacy Hryniewiecki,2.375,4.444,3.0,2.75,3.8
Ignazio Lupo,1.125,3.333,2.444,2.75,3.2
Inge Viett,3.0,3.667,4.0,3.25,3.3
Ismael Zambada Garcia,3.625,3.0,2.778,3.375,2.9
Iñaki de Juana Chaos,4.25,2.778,2.333,4.375,3.0
Jack McGurn,4.125,4.333,2.333,3.375,3.4
Jack Unterweger,3.25,3.111,3.0,2.125,3.1
Jack the Ripper,2.0,3.889,3.667,2.75,3.3
Jackie D'Amico,3.0,3.111,2.889,2.75,3.4
Jackie DiNorscio,3.375,3.444,3.556,2.875,3.0
James Burke,3.125,2.778,2.667,3.0,3.2
James Coonan,3.0,2.222,3.444,3.625,3.8
Jane Toppan,3.0,3.444,2.778,2.75,3.7
Javed Iqbal,3.75,2.556,3.444,2.75,4.1
Jean-Claude Duvalier,3.75,3.222,2.889,2.25,3.3
Jeffrey Dahmer,2.25,3.333,3.0,2.25,3.4
Jegor Sozonov,2.625,3.333,3.222,2.875,3.8
Jerome Bettis,3.125,4.0,3.444,3.375,2.4
Jerry Brudos,3.75,3.111,2.889,3.75,4.0
Jesse James Hollywood,2.875,2.778,2.778,2.875,3.8
Jhon Jairo Velásquez,4.0,3.0,2.556,2.625,2.9
Jim Younger,4.5,3.333,2.556,4.375,3.1
Jimmy Chérizier,3.375,3.556,2.222,2.0,4.4
Joaquín Guzmán Loera,3.5,4.222,3.333,2.625,4.1
Joe Adonis,3.125,3.333,3.333,3.0,2.9
Joe Profaci,3.5,3.222,2.444,3.125,4.0
Joel Rifkin,2.75,3.333,3.667,3.0,3.8
John A. Gotti,4.125,3.333,3.556,2.375,3.9
John Bodkin Adams,2.0,3.333,3.222,2.0,2.5
John Christie,3.875,2.444,2.889,1.5,3.7
John Franzese,4.375,3.333,2.778,2.875,2.8
John Gotti,2.125,3.0,3.889,2.0,2.9
John Haigh,3.125,3.111,3.444,2.625,2.7
John Holmes,3.375,2.889,2.889,3.375,2.9
"John Paul, Sr.",3.875,2.778,3.111,2.75,3.5
John Roselli,2.875,3.444,3.556,3.0,3.4
John Scalise,3.375,3.556,3.0,3.125,2.3
John Wayne Gacy,3.25,2.667,3.222,3.625,2.8
Johnny Stompanato,1.875,3.111,3.111,2.5,3.6
Jorge Eduardo Costilla Sánchez,2.875,3.778,3.222,3.625,3.9
Jorge Rafael Videla,4.375,3.111,3.889,3.625,3.8
Joseph Aiuppa,2.25,3.778,3.333,3.5,2.3
Joseph Colombo,3.125,3.778,3.222,3.875,3.4
Joseph James DeAngelo,2.875,3.222,4.222,3.0,3.4
Joseph Kony,3.375,3.0,2.444,2.375,3.3
Joseph Lanza,2.625,3.667,3.111,3.875,3.6
Joseph Paul Franklin,3.375,2.556,3.222,2.375,3.0
Joseph Stalin,2.5,4.0,3.667,3.5,3.5
Joseph Valachi,2.875,3.444,3.0,3.0,3.4
José Macias Villamar,4.75,3.444,3.444,3.125,4.1
José Santacruz Londoños,3.25,3.222,3.444,2.875,3.1
Juan David Ochoa Vásquez,4.25,2.889,3.0,1.875,4.0
Juan García Ábrego,3.375,3.111,3.444,3.125,4.1
Juan Nepomuceno Guerra Cárdenas,3.375,3.0,4.0,3.375,2.6
Juan Orlando Hernández,4.25,3.222,4.333,2.75,3.5
Juan Vallejo Corona,3.375,3.0,3.667,3.5,3.5
Karl Denke,3.75,3.111,3.111,3.5,3.4
Kenichi Yamamoto,3.5,2.222,3.889,3.5,2.9
Kenneth Bianchi,3.875,3.444,3.222,3.625,3.9
Khalid Sheikh Mohammed,2.25,2.0,3.222,4.0,3.0
Khalid al-Mihdhar,3.125,3.111,3.333,3.375,3.6
Khalil al-Wazir,2.25,3.444,3.0,2.125,3.4
Khun Sa,2.125,3.889,2.778,3.5,3.5
Kim Il-sung,3.625,4.0,3.667,3.375,2.8
Kim Jong-il,3.0,3.222,3.222,2.25,3.5
Kiyoshi Takayama,4.5,3.778,2.556,2.625,3.6
Klaas Bruinsma,2.875,2.667,2.889,3.5,2.5
Larry Hoover,2.5,2.333,2.444,3.625,2.8
Leo Sharp,3.75,3.222,3.0,3.625,3.8
Leonarda Cianciulli,2.625,4.333,3.0,3.5,3.0
Lo Hsing Han,3.625,2.222,3.556,3.0,3.5
Louis Buchalter,3.875,4.0,2.667,3.5,3.2
Louis Capone,3.625,2.889,3.222,2.75,3.3
Lucky Luciano,3.5,2.333,3.556,3.125,2.7
Lucy Letby,2.875,2.333,3.778,3.0,4.1
Luigi Lucheni,3.75,2.889,2.667,3.5,3.3
Luis Alfredo Garavito,2.75,3.222,4.0,3.125,3.9
Luis Posada Carriles,3.5,3.556,3.333,2.75,3.4
Luke Helder,3.75,3.0,3.778,3.625,3.1
Machine Gun Kelly,3.75,2.889,3.333,3.125,3.7
Mad Dog Coll,2.75,2.444,3.778,2.375,2.6
Magdalena Kopp,3.0,3.667,3.667,3.625,4.4
Manuel Noriega,2.5,3.333,2.444,2.875,2.7
Manuel Pardiñas,3.75,3.0,3.111,2.875,4.2
Manya Surve,3.375,3.222,2.778,4.25,3.1
Mao Zedong,2.5,2.444,3.333,2.875,3.5
Marcel Francisci,3.5,4.667,4.222,2.625,2.9
Marco Camenisch,4.0,2.667,2.778,2.25,2.8
Margherita Cagol,3.375,4.111,2.556,3.0,3.1
Maria Swanenburg,4.625,4.222,3.889,2.625,3.2
Mario Moretti,3.625,3.444,2.333,2.625,2.6
Marshall Joseph Caifano,3.5,3.444,3.889,4.0,4.0
Marwan al-Shehhi,3.0,3.333,3.444,3.125,4.4
Mary Ann Cotton,3.375,3.667,3.667,2.625,3.0
Masood Azhar,2.625,3.0,3.889,2.0,3.0
Meyer Lansky,3.625,4.444,3.333,3.75,3.0
Michael Nunn,3.375,3.889,2.889,3.75,3.1
Michel Fourniret,4.125,3.111,2.556,2.5,3.6
Michele Greco,4.125,2.333,2.556,3.375,3.6
Miguel Emmanuel Figueroa Pérez,3.75,2.778,3.333,3.625,3.1
Miguel Garikoitz Aspiazu Rubina,3.375,3.556,2.444,3.375,3.5
Miguel Rodríguez Orejuela,3.875,3.556,3.222,3.25,5.0
Miguel Treviño Morales,3.75,3.222,4.556,3.125,2.9
Mikhail Popkov,3.25,2.333,4.333,2.875,3.2
Mobutu Sese Seko,2.75,3.222,2.444,4.0,2.7
Mohamed Atta,3.25,3.333,3.556,3.125,3.2
Mohamed Lahouaiej-Bouhlel,3.375,3.333,3.333,2.625,3.3
Monster of Florence,2.0,2.111,2.778,2.125,3.2
Morris Levy,4.0,3.556,3.889,3.375,3.7
Moses Sithole,3.625,3.667,3.0,2.875,3.7
Mounir el-Motassadeq,3.5,2.889,2.778,2.125,4.1
Muammar Gaddafi,3.875,3.667,2.111,3.5,2.9
Murray Riley,3.25,2.556,3.667,2.875,2.5
Myuran Sukumaran,1.875,2.333,3.0,2.375,3.5
Nancy Spungen,3.25,1.333,3.778,3.125,2.3
Nazario Moreno Rodríguez,3.0,2.778,2.333,3.5,3.7
Nemesio Oseguera Cervantes,3.5,3.556,3.556,3.0,3.6
Nicholas Corozzo,4.0,3.889,2.889,3.5,3.2
Nicky Barnes,2.5,3.778,3.333,3.375,2.9
Nicodemo Scarfo,3.0,3.667,2.444,3.25,3.0
Nicolae Ceaușescu,2.25,3.222,3.333,1.875,3.2
Nigel Farage,4.375,2.556,3.778,3.125,3.0
Nipsey Hussle,3.125,3.667,3.222,3.625,2.6
Noordin Mohammad Top,2.125,2.333,2.667,3.25,3.7
Nur-Pashi Kulayev,2.625,2.667,3.111,3.75,3.4
Olive Yang,3.75,3.0,3.778,2.75,3.6
Omar al-Bashir,2.375,3.667,4.111,3.875,4.1
Osama bin Laden,3.125,3.0,3.889,2.625,3.3
Osiel Cárdenas Guillén,3.75,3.222,3.111,4.0,2.8
Otelo Saraiva de Carvalho,4.125,2.556,3.556,2.75,3.5
Ottis Toole,3.125,2.0,3.889,2.625,4.2
Oury Jalloh,1.5,2.778,3.889,2.875,2.4
Ovidio Guzmán López,2.75,3.111,3.222,3.375,3.5
Owney Madden,4.0,2.889,3.778,2.5,2.9
Pablo Acosta Villarreal,3.125,3.444,3.111,2.75,3.9
Pablo Escobar,3.375,3.0,2.333,3.375,3.4
Park Choon-Geum,2.25,3.444,2.778,3.375,3.6
Paul Carbone,4.0,3.556,3.0,3.625,3.8
Paul Ricca,3.375,4.333,3.556,3.125,2.9
Pedro Avilés Pérez,3.5,2.667,4.111,2.875,4.0
Pedro López,3.375,3.778,2.111,2.125,3.7
Pedro Rodrigues Filho,3.25,3.222,2.667,3.125,2.5
Pellegrino Morano,3.125,2.556,3.444,3.125,3.3
Peter Arshinov,3.25,4.444,2.889,2.375,4.3
Peter Gotti,2.875,2.444,3.556,2.25,3.5
Peter Kürten,3.375,3.778,2.556,2.0,3.1
Peter Milano,2.875,3.667,2.333,3.0,3.8
Pierre François Lacenaire,2.875,2.556,3.111,3.625,3.6
Pierre Loutrel,3.5,2.667,3.0,3.125,3.2
Pol Pot,3.875,3.0,4.667,2.375,3.1
Pretty Boy Floyd,2.75,3.556,2.222,3.0,4.0
Rafael Aguilar Guajardo,2.25,4.111,2.0,2.75,2.6
Rafael Caro Quintero,3.25,3.333,3.0,2.75,3.3
Rafael Trujillo,3.5,3.333,4.111,3.375,3.2
Rajendra Sadashiv Nikalje,3.75,3.667,4.333,2.75,2.4
Ralph Capone,2.375,2.556,3.556,2.375,3.1
Ramzi Yousef,3.375,3.0,2.667,3.75,2.5
Ramzi bin al-Shibh,2.5,3.444,3.778,3.375,2.9
Ramón Arellano Félix,3.5,3.0,2.889,3.875,2.8
Raymond Washington,3.375,3.667,2.222,2.875,3.2
Renato Curcio,3.75,3.556,3.667,3.0,3.9
Renato Vallanzasca,1.75,2.889,3.111,2.625,3.4
Ricardo Londoño,3.125,3.778,3.111,3.875,3.0
Richard Chase,3.125,2.778,3.0,3.75,3.1
Richard G. Gotti,3.875,2.0,3.333,3.0,2.8
Richard Ramirez,3.375,3.333,2.556,3.375,4.0
Richard Reid,3.0,3.111,4.111,2.75,4.0
Richard V. Gotti,3.5,3.667,3.667,2.875,3.7
Robert Berdella,3.0,3.0,2.222,3.875,3.0
Robert Hansen,3.125,3.667,3.222,2.25,3.8
Robert Mugabe,2.625,2.556,3.889,3.375,2.6
Robert Pickton,2.625,3.556,4.111,3.875,3.1
Rodney Alcala,3.5,3.889,3.444,3.5,3.3
Rodolfo Walsh,3.25,2.111,3.667,3.375,3.3
Rosemary West,2.5,3.667,3.111,4.0,3.5
Roy Daugherty,3.125,3.333,3.778,3.0,4.0
Roy DeMeo,3.0,2.778,2.333,3.125,3.5
Russell Bufalino,4.0,3.556,3.556,2.875,2.7
Rédoine Faïd,2.75,3.222,2.0,3.125,3.9
Saddam Hussein,3.625,3.222,2.667,3.0,4.2
Said Buryatsky,4.0,2.222,1.778,3.75,2.7
Sajida Mubarak Atrous al-Rishawi,3.125,2.889,3.667,2.75,2.8
Salah Abdeslam,4.5,3.222,3.0,3.25,3.9
Salvatore D'Aquila,3.375,3.667,2.778,2.5,3.1
Salvatore Montagna,3.375,3.333,2.444,3.75,2.5
Salvatore Riina,4.625,3.778,2.778,3.0,4.2
Sam Giancana,2.25,3.333,3.778,2.5,3.4
Sam Jones,2.625,3.0,3.0,1.875,3.1
Samuel Byck,3.25,3.778,4.0,3.5,3.3
Samuel Little,3.375,2.889,2.778,3.375,3.0
Santo Trafficante,3.0,3.111,2.444,3.875,3.7
"Santo Trafficante, Sr.",3.5,3.222,3.778,2.75,3.0
Satoshi Kirishima,3.75,2.222,3.778,3.125,3.9
Schapelle Corby,3.125,2.778,3.444,3.625,3.5
Sergey Golovkin,3.125,3.778,3.556,2.875,2.5
Sergey Stepnyak-Kravchinsky,4.375,2.556,3.667,2.0,4.3
Serhiy Tkach,2.875,4.111,3.556,1.75,4.0
Servando Gómez Martínez,4.25,3.444,3.222,2.625,3.9
Shoko Asahara,4.0,3.889,3.556,3.0,2.9
Slobodan Milošević,2.625,3.333,3.111,3.875,2.6
Soapy Smith,3.5,3.111,2.778,1.75,3.4
Souhaila Andrawes,3.625,3.889,2.889,2.875,3.7
South Park Mexican,2.5,3.111,3.444,2.375,3.9
"Stanley ""Tookie"" Williamp",3.5,3.444,3.444,3.625,2.9
Stefano Delle Chiaie,3.5,3.556,3.667,2.625,3.5
Stepan Bandera,3.25,2.889,3.0,2.625,3.1
Stepan Khalturin,3.25,4.111,2.889,2.375,4.1
Steve Francis,3.625,2.889,3.556,3.375,3.0
Suharto,3.625,2.667,2.444,2.5,2.5
Sun Xiaoguo,3.375,3.667,2.667,3.5,2.9
Susan Atkins,4.5,2.111,3.667,3.25,3.1
Tadamasa Goto,3.5,3.111,2.778,3.25,3.8
Tamerlan Tsarnaev,4.375,2.667,3.444,2.25,3.1
Ted Bundy,3.25,3.222,3.889,3.125,3.2
Ted Kaczynski,2.0,3.333,3.556,2.125,3.1
Terry Nichols,2.75,3.667,2.889,3.5,2.5
The Axeman of New Orleans,3.25,3.222,2.667,3.5,3.7
Thenmozhi Rajaratnam,4.125,3.556,4.111,2.5,4.2
Thomas DeSimone,2.5,3.0,2.667,3.875,2.9
Thomas Eboli,2.875,4.0,3.889,2.5,4.3
Thomas Neill Cream,3.625,2.889,3.556,1.875,3.7
Thug Behram,3.875,3.222,3.222,2.375,2.4
Timothy McVeigh,3.375,3.444,3.0,2.75,3.3
Tommaso Buscetta,3.5,4.111,2.667,3.125,3.2
Tsutomu Miyazaki,4.5,2.333,4.333,3.125,3.9
Txutxi,2.875,3.667,3.667,2.75,3.4
Umar Farouk Abdulmutallab,3.375,3.111,3.333,2.25,3.9
Urke Nachalnik,4.125,2.778,3.333,3.5,2.9
Valerio Fioravanti,3.5,2.778,2.778,3.5,4.6
Van Tuong Nguyen,4.75,3.444,3.222,3.25,2.4
Velma Barfield,3.5,3.333,3.111,3.125,3.3
Velupillai Prabhakaran,2.75,3.111,2.889,2.25,2.4
Victor Amuso,3.875,2.0,3.333,3.875,2.9
Vikas Dubey,3.25,3.444,3.444,1.75,2.9
Vito Cascioferro,3.5,3.778,3.556,2.25,4.1
Vito Genovese,2.375,3.667,2.778,3.25,3.3
Vito Rizzuto,2.25,3.778,3.333,3.625,4.1
Vladimir Arutyunian,2.125,2.889,3.111,3.125,3.4
Vlado Taneski,4.5,3.222,3.667,2.5,3.7
Víctor Polay,3.375,3.889,3.111,3.625,4.2
Wail al-Shehri,3.5,3.444,2.222,2.875,4.8
Waleed al-Shehri,3.0,3.222,3.444,3.0,3.3
Wayne Williams,3.375,2.444,2.778,3.125,3.0
Whitey Bulger,3.125,4.222,2.667,2.75,3.1
Wilfried Böse,3.5,3.222,3.222,3.625,4.1
William Bedford,2.5,2.667,4.222,2.625,3.8
William Bentvena,3.5,3.778,3.333,3.0,3.3
William Bonin,2.875,2.444,4.556,3.0,2.9
William Leonard Pickard,2.75,3.222,2.222,4.5,3.0
William Palmer,2.875,2.111,3.222,2.75,4.1
William T. Anderson,2.625,2.889,3.333,3.375,3.5
Willie Moretti,4.125,3.444,4.0,3.125,3.2
Yahya Sinwar,3.75,4.111,2.444,3.0,3.0
Yakov Blumkin,3.25,2.556,2.778,3.375,3.7
Yang Xinhai,3.5,2.0,2.111,2.0,3.1
Yasin Malik,3.375,2.444,2.556,3.0,3.4
Yevno Azef,2.25,2.778,3.444,2.375,3.1
Yoo Young-chul,2.875,3.111,3.667,2.0,2.7
Yoshio Kodama,3.5,2.556,3.111,3.0,2.9
Zodiac Killer,3.125,4.333,3.333,2.25,3.4
Ángel Maturino Reséndiz,2.25,3.0,2.444,3.25,4.0
