Name,Question,Inr,Answer
Henry Kissinger,Does a thorough job,3,5
Henry Kissinger,"Is depressed, blue",4,3
Henry Kissinger,"Is original, comes up with new ideas",5,4
Henry Kissinger,Is reserved,6,2
Henry Kissinger,Is helpful and unselfish with others,7,4
Henry Kissinger,Can be somewhat careless,8,3
Henry Kissinger,"Is relaxed, handles stress well",9,4
Henry Kissinger,Is curious about many different things,10,5
Henry Kissinger,Is full of energy,11,4
Henry Kissinger,Starts quarrels with others,12,1
Henry Kissinger,Is a reliable worker,13,5
Henry Kissinger,Can be tense,14,3
Henry Kissinger,"Is ingenious, a deep thinker",15,5
Henry Kissinger,Generates a lot of enthusiasm,16,4
Henry Kissinger,Has a forgiving nature,17,3
Henry Kissinger,Tends to be disorganized,18,1
Henry Kissinger,Worries a lot,19,3
Henry Kissinger,Has an active imagination,20,4
Henry Kissinger,Tends to be quiet,21,2
Henry Kissinger,Is generally trusting,22,2
Henry Kissinger,Tends to be lazy,23,1
Henry Kissinger,"Is emotionally stable, not easily upset",24,4
Henry Kissinger,Is inventive,25,4
Henry Kissinger,Has an assertive personality,26,5
Henry Kissinger,Can be cold and aloof,27,4
Henry Kissinger,Perseveres until the task is finished,28,5
Henry Kissinger,Can be moody,29,3
Henry Kissinger,"Values artistic, aesthetic experiences",30,4
Henry Kissinger,"Is sometimes shy, inhibited",31,3
Henry Kissinger,Is considerate and kind to almost everyone,32,4
Henry Kissinger,Does things efficiently,33,4
Henry Kissinger,Remains calm in tense situations,34,4
Henry Kissinger,Prefers work that is routine,35,2
Henry Kissinger,"Is outgoing, sociable",36,4
Henry Kissinger,Is sometimes rude to others,37,3
Henry Kissinger,Makes plans and follows through with them,38,4
Henry Kissinger,Gets nervous easily,39,2
Henry Kissinger,"Likes to reflect, play with ideas",40,5
Henry Kissinger,Has few artistic interests,41,2
Henry Kissinger,Likes to cooperate with others,42,4
Henry Kissinger,Is easily distracted,43,3
Henry Kissinger,"Is sophisticated in art, music, or Literature",44,5
Al Gore,Is talkative,1,4
Al Gore,Tends to find fault with others,2,2
Al Gore,Does a thorough job,3,5
Al Gore,"Is depressed, blue",4,3
Al Gore,"Is original, comes up with new ideas",5,5
Al Gore,Is reserved,6,2
Al Gore,Is helpful and unselfish with others,7,5
Al Gore,Can be somewhat careless,8,2
Al Gore,"Is relaxed, handles stress well",9,4
Al Gore,Is curious about many different things,10,5
Al Gore,Is full of energy,11,4
Al Gore,Starts quarrels with others,12,1
Al Gore,Is a reliable worker,13,5
Al Gore,Can be tense,14,3
Al Gore,"Is ingenious, a deep thinker",15,5
Al Gore,Generates a lot of enthusiasm,16,4
Al Gore,Has a forgiving nature,17,4
Al Gore,Tends to be disorganized,18,2
Al Gore,Worries a lot,19,4
Al Gore,Has an active imagination,20,4
Al Gore,Tends to be quiet,21,2
Al Gore,Is generally trusting,22,4
Al Gore,Tends to be lazy,23,2
Al Gore,"Is emotionally stable, not easily upset",24,4
Al Gore,Is inventive,25,5
Al Gore,Has an assertive personality,26,4
Al Gore,Can be cold and aloof,27,2
Al Gore,Perseveres until the task is finished,28,5
Al Gore,Can be moody,29,3
Al Gore,"Values artistic, aesthetic experiences",30,4
Al Gore,"Is sometimes shy, inhibited",31,3
Al Gore,Is considerate and kind to almost everyone,32,5
Al Gore,Does things efficiently,33,5
Al Gore,Remains calm in tense situations,34,4
Al Gore,Prefers work that is routine,35,2
Al Gore,"Is outgoing, sociable",36,4
Al Gore,Is sometimes rude to others,37,2
Al Gore,Makes plans and follows through with them,38,5
Al Gore,Gets nervous easily,39,2
Al Gore,"Likes to reflect, play with ideas",40,5
Al Gore,Has few artistic interests,41,2
Al Gore,Likes to cooperate with others,42,5
Al Gore,Is easily distracted,43,3
Al Gore,"Is sophisticated in art, music, or Literature",44,4
